fold,d,M,u,m,arm,r2
2020Q1,25,7,2.0,14,grid,0.6385123160213233
2020Q1,25,7,1.0,7,Dynamic ET,0.6398857953346775
2020Q1,25,7,3.5714285714285716,25,ET-aug,0.6349806053063178
2020Q1,30,7,0.25,2,grid,0.575538282267722
2020Q1,30,7,0.5,4,grid,0.623213324183068
2020Q1,30,7,0.75,5,grid,0.6297938988694769
2020Q1,30,7,1.0,7,grid,0.6351155961540631
2020Q1,30,7,1.25,9,grid,0.6355707177710893
2020Q1,30,7,1.5,10,grid,0.6364305524917565
2020Q1,30,7,2.0,14,grid,0.6363175300077296
2020Q1,30,7,1.0,7,Dynamic ET,0.6351155961540631
2020Q1,30,7,4.285714285714286,30,ET-aug,0.6350285235509783
2020Q1,40,7,0.25,2,grid,0.600867342063681
2020Q1,40,7,0.5,4,grid,0.6341481809137213
2020Q1,40,7,0.75,5,grid,0.6400880650861388
2020Q1,40,7,1.0,7,grid,0.6439499513398839
2020Q1,40,7,1.25,9,grid,0.644408578304798
2020Q1,40,7,1.5,10,grid,0.6439406281893703
2020Q1,40,7,2.0,14,grid,0.6436972683970751
2020Q1,40,7,1.0,7,Dynamic ET,0.6439499513398839
2020Q1,40,7,5.714285714285714,40,ET-aug,0.6406533507513701
2020Q2,15,7,0.25,2,grid,0.8834859656536735
2020Q2,15,7,0.5,4,grid,0.8893266640302303
2020Q2,15,7,0.75,5,grid,0.88855780764644
2020Q2,15,7,1.0,7,grid,0.8862312640923662
2020Q2,15,7,1.25,9,grid,0.8852465387459114
2020Q2,15,7,1.5,10,grid,0.8856749184443797
2020Q2,15,7,2.0,14,grid,0.8843294049057253
2020Q2,15,7,1.0,7,Dynamic ET,0.8862312640923662
2020Q2,15,7,2.142857142857143,15,ET-aug,0.8839545470260743
2020Q2,20,7,0.25,2,grid,0.872731852593347
2020Q2,20,7,0.5,4,grid,0.8876057846435653
2020Q2,20,7,0.75,5,grid,0.8882074045180316
2020Q2,20,7,1.0,7,grid,0.8872548833381114
2020Q2,20,7,1.25,9,grid,0.8871816750522233
2020Q2,20,7,1.5,10,grid,0.8872958228438642
2020Q2,20,7,2.0,14,grid,0.8861195559547638
2020Q2,20,7,1.0,7,Dynamic ET,0.8872548833381114
2020Q2,20,7,2.857142857142857,20,ET-aug,0.8855642784797944
2020Q2,25,7,0.25,2,grid,0.8756188152972991
2020Q2,25,7,0.5,4,grid,0.8894965232604638
2020Q2,25,7,0.75,5,grid,0.8889758780137973
2020Q2,25,7,1.0,7,grid,0.8898500376701497
2020Q2,25,7,1.25,9,grid,0.8895604613738749
2020Q2,25,7,1.5,10,grid,0.8894593933257585
2020Q2,25,7,2.0,14,grid,0.8888172933587487
2020Q2,25,7,1.0,7,Dynamic ET,0.8898500376701497
2020Q2,25,7,3.5714285714285716,25,ET-aug,0.8866117899999717
2020Q2,30,7,0.25,2,grid,0.8606038819085692
2020Q2,30,7,0.5,4,grid,0.8858990705223735
2020Q2,30,7,0.75,5,grid,0.8886278463319945
2020Q2,30,7,1.0,7,grid,0.8905047068362982
2020Q2,30,7,1.25,9,grid,0.8907782616294831
2020Q2,30,7,1.5,10,grid,0.891202318638715
2020Q2,30,7,2.0,14,grid,0.8904008483060418
2020Q2,30,7,1.0,7,Dynamic ET,0.8905047068362982
2020Q2,30,7,4.285714285714286,30,ET-aug,0.8886847327741394
2020Q2,40,7,0.25,2,grid,0.871936629231325
2020Q2,40,7,0.5,4,grid,0.889487798976583
2020Q2,40,7,0.75,5,grid,0.8909092936000055
2020Q2,40,7,1.0,7,grid,0.8925878203223353
2020Q2,40,7,1.25,9,grid,0.89304541762279
2020Q2,40,7,1.5,10,grid,0.8924809782428702
2020Q2,40,7,2.0,14,grid,0.8923455555824391
2020Q2,40,7,1.0,7,Dynamic ET,0.8925878203223353
2020Q2,40,7,5.714285714285714,40,ET-aug,0.8893252074153967
2020Q3,15,7,0.25,2,grid,0.7581655322375251
2020Q3,15,7,0.5,4,grid,0.7596407146987161
2020Q3,15,7,0.75,5,grid,0.7549959062097893
2020Q3,15,7,1.0,7,grid,0.7496315150089418
2020Q3,15,7,1.25,9,grid,0.7474787789644617
2020Q3,15,7,1.5,10,grid,0.7444172859838123
2020Q3,15,7,2.0,14,grid,0.7410473456349311
2020Q3,15,7,1.0,7,Dynamic ET,0.7496315150089418
2020Q3,15,7,2.142857142857143,15,ET-aug,0.7415282717941798
2020Q3,20,7,0.25,2,grid,0.7477633179595672
2020Q3,20,7,0.5,4,grid,0.7571111409731162
2020Q3,20,7,0.75,5,grid,0.7544462741700406
2020Q3,20,7,1.0,7,grid,0.7511605784133005
2020Q3,20,7,1.25,9,grid,0.7496922301192448
2020Q3,20,7,1.5,10,grid,0.7477520072324308
2020Q3,20,7,2.0,14,grid,0.7422588277516207
2020Q3,20,7,1.0,7,Dynamic ET,0.7511605784133005
2020Q3,20,7,2.857142857142857,20,ET-aug,0.740627218426894
2020Q3,25,7,0.25,2,grid,0.7297455040944076
2020Q3,25,7,0.5,4,grid,0.7506690838364178
2020Q3,25,7,0.75,5,grid,0.7510645101350133
2020Q3,25,7,1.0,7,grid,0.7482823116778508
2020Q3,25,7,1.25,9,grid,0.7459657145237664
2020Q3,25,7,1.5,10,grid,0.7459878354851328
2020Q3,25,7,2.0,14,grid,0.7430268246808962
2020Q3,25,7,1.0,7,Dynamic ET,0.7482823116778508
2020Q3,25,7,3.5714285714285716,25,ET-aug,0.7371127300098537
2020Q3,30,7,0.25,2,grid,0.722284189494889
2020Q3,30,7,0.5,4,grid,0.7540645991883854
2020Q3,30,7,0.75,5,grid,0.7588333234756675
2020Q3,30,7,1.0,7,grid,0.7518982940448704
2020Q3,30,7,1.25,9,grid,0.7513849888378681
2020Q3,30,7,1.5,10,grid,0.750706439083815
2020Q3,30,7,2.0,14,grid,0.7476690221545272
2020Q3,30,7,1.0,7,Dynamic ET,0.7518982940448705
2020Q3,30,7,4.285714285714286,30,ET-aug,0.7391507871684071
2020Q3,40,7,0.25,2,grid,0.7523511387830898
2020Q3,40,7,0.5,4,grid,0.7698360975034285
2020Q3,40,7,0.75,5,grid,0.767451628575935
2020Q3,40,7,1.0,7,grid,0.7640574264268045
2020Q3,40,7,1.25,9,grid,0.7603284033767347
2020Q3,40,7,1.5,10,grid,0.758998102926797
2020Q3,40,7,2.0,14,grid,0.7502883925442068
2020Q3,40,7,1.0,7,Dynamic ET,0.7640574264268045
2020Q3,40,7,5.714285714285714,40,ET-aug,0.7380476991075595
2020Q4,15,8,0.25,2,grid,0.7647472035801351
2020Q4,15,8,0.5,4,grid,0.7553109381076815
2020Q4,15,8,0.75,6,grid,0.7421203020722301
2020Q4,15,8,1.0,8,grid,0.7329924764609901
2020Q4,15,8,1.25,10,grid,0.7255852845534135
2020Q4,15,8,1.5,12,grid,0.7210684767404854
2020Q4,15,8,2.0,15,grid,0.7134850244819475
2020Q4,15,8,1.0,8,Dynamic ET,0.7329924764609901
2020Q4,15,8,1.875,15,ET-aug,0.7134850244819475
2020Q4,20,8,0.25,2,grid,0.7741104078616641
2020Q4,20,8,0.5,4,grid,0.7690504188786507
2020Q4,20,8,0.75,6,grid,0.7559475715817299
2020Q4,20,8,1.0,8,grid,0.7469114870672908
2020Q4,20,8,1.25,10,grid,0.7377708827805016
2020Q4,20,8,1.5,12,grid,0.7328535039781843
2020Q4,20,8,2.0,16,grid,0.7209674640308238
2020Q4,20,8,1.0,8,Dynamic ET,0.7469114870672908
2020Q4,20,8,2.5,20,ET-aug,0.7157845042241018
2020Q4,25,8,0.25,2,grid,0.7452233120401099
2020Q4,25,8,0.5,4,grid,0.7486916552375389
2020Q4,25,8,0.75,6,grid,0.7410912276433319
2020Q4,25,8,1.0,8,grid,0.7352215592160469
2020Q4,25,8,1.25,10,grid,0.729109405480141
2020Q4,25,8,1.5,12,grid,0.7237101865260898
2020Q4,25,8,2.0,16,grid,0.7168600491064618
2020Q4,25,8,1.0,8,Dynamic ET,0.7352215592160469
2020Q4,25,8,3.125,25,ET-aug,0.7078004903283875
2020Q4,30,8,0.25,2,grid,0.7186308845861467
2020Q4,30,8,0.5,4,grid,0.7379609640751483
2020Q4,30,8,0.75,6,grid,0.7371440049845325
2020Q4,30,8,1.0,8,grid,0.7347093223231697
2020Q4,30,8,1.25,10,grid,0.7303358902838022
2020Q4,30,8,1.5,12,grid,0.7262917721482636
2020Q4,30,8,2.0,16,grid,0.7204970134730964
2020Q4,30,8,1.0,8,Dynamic ET,0.7347093223231697
2020Q4,30,8,3.75,30,ET-aug,0.7080487114833809
2020Q4,40,8,0.25,2,grid,0.7254628131758112
2020Q4,40,8,0.5,4,grid,0.735911219701667
2020Q4,40,8,0.75,6,grid,0.7342355645314114
2020Q4,40,8,1.0,8,grid,0.7315052899748227
2020Q4,40,8,1.25,10,grid,0.7285546884237786
2020Q4,40,8,1.5,12,grid,0.7255403938214229
2020Q4,40,8,2.0,16,grid,0.7201827148116364
2020Q4,40,8,1.0,8,Dynamic ET,0.7315052899748227
2020Q4,40,8,5.0,40,ET-aug,0.7079547090710987
