ticker,fold,model,region,n,r2,mae
TSLA,2020Q4,BF-varsel,OTM,1747,-0.900050111643701,0.1218464536815495
TSLA,2020Q4,BF-varsel,ATM,765,-1.2303056593299337,0.15228813686928122
TSLA,2020Q4,BF-varsel,ITM,1487,-1.0425161169095132,0.13077889568930745
TSLA,2020Q4,BF-varsel,deep_ITM,5529,0.6210806642412697,0.1192120098742992
TSLA,2020Q4,BF-corr,deep_OTM,5472,0.6609394936962483,0.08971608087541462
TSLA,2020Q4,BF-corr,OTM,1747,-0.7759734191742536,0.116490773306557
TSLA,2020Q4,BF-corr,ATM,765,-1.2621267692310245,0.15215108928922216
TSLA,2020Q4,BF-corr,ITM,1487,-0.8264059767172343,0.1235443921572467
TSLA,2020Q4,BF-corr,deep_ITM,5529,0.6360104757558768,0.11543783075932543
TSLA,2021Q1,Dynamic ET,deep_OTM,5056,0.7290760462930415,0.08573446115308545
TSLA,2021Q1,Dynamic ET,OTM,2017,-0.8367316968842111,0.09904826951413007
TSLA,2021Q1,Dynamic ET,ATM,1072,-0.7800098056653686,0.10439907350746286
TSLA,2021Q1,Dynamic ET,ITM,1748,-1.0938617674187747,0.11223146290045774
TSLA,2021Q1,Dynamic ET,deep_ITM,5107,0.6917370738580539,0.11861401852359511
TSLA,2021Q1,ET-aug,deep_OTM,5056,0.7286265192689889,0.08539234492484177
TSLA,2021Q1,ET-aug,OTM,2017,-0.952631778982646,0.10096978666336161
TSLA,2021Q1,ET-aug,ATM,1072,-0.8796885558239045,0.10525000273320927
TSLA,2021Q1,ET-aug,ITM,1748,-1.2301716615029559,0.11497476013157909
TSLA,2021Q1,ET-aug,deep_ITM,5107,0.6924125978627911,0.1184815412629725
TSLA,2021Q1,BF-varsel,deep_OTM,5056,0.742187822929241,0.08377269034546408
TSLA,2021Q1,BF-varsel,OTM,2017,-0.7616488124482061,0.09722398257560742
TSLA,2021Q1,BF-varsel,ATM,1072,-0.6794741701786091,0.10220214948227639
TSLA,2021Q1,BF-varsel,ITM,1748,-1.0293283142725196,0.11063179975400467
TSLA,2021Q1,BF-varsel,deep_ITM,5107,0.6963029148402786,0.11761593676914041
TSLA,2021Q1,BF-corr,deep_OTM,5056,0.7544341609487009,0.08209951609787187
TSLA,2021Q1,BF-corr,OTM,2017,-0.7047358082481956,0.096416417918533
TSLA,2021Q1,BF-corr,ATM,1072,-0.6588180320018713,0.10312414243052258
TSLA,2021Q1,BF-corr,ITM,1748,-0.8799633970913137,0.10694649218578453
TSLA,2021Q1,BF-corr,deep_ITM,5107,0.6964725941624936,0.11572035067585701
TSLA,2021Q2,Dynamic ET,deep_OTM,5271,0.6333669804198786,0.11083193490229544
TSLA,2021Q2,Dynamic ET,OTM,1879,-6.366768141878177,0.1659409451676427
TSLA,2021Q2,Dynamic ET,ATM,1035,-8.492511463396134,0.192748538975846
TSLA,2021Q2,Dynamic ET,ITM,1619,-7.149350761225003,0.18753489008647325
TSLA,2021Q2,Dynamic ET,deep_ITM,5196,0.6501512635584938,0.1433915310200155
TSLA,2021Q2,ET-aug,deep_OTM,5271,0.6333007723971849,0.11004068668753546
TSLA,2021Q2,ET-aug,OTM,1879,-7.0640553081627875,0.17072933354443898
TSLA,2021Q2,ET-aug,ATM,1035,-9.205287351894905,0.1969837071014498
TSLA,2021Q2,ET-aug,ITM,1619,-7.6463450412556995,0.1910635973996296
TSLA,2021Q2,ET-aug,deep_ITM,5196,0.6521808866439252,0.14189578794842195
TSLA,2021Q2,BF-varsel,deep_OTM,5271,0.6426257063106824,0.10961163843293477
TSLA,2021Q2,BF-varsel,OTM,1879,-5.994711918367767,0.16279176469398654
TSLA,2021Q2,BF-varsel,ATM,1035,-8.056457958883252,0.18974682263768172
TSLA,2021Q2,BF-varsel,ITM,1619,-6.950636506899942,0.18588840893246872
TSLA,2021Q2,BF-varsel,deep_ITM,5196,0.6519716183059668,0.14406615103829878
TSLA,2021Q2,BF-corr,deep_OTM,5271,0.6273800962763764,0.1128433251187746
TSLA,2021Q2,BF-corr,OTM,1879,-5.936756678980002,0.16382074399893504
TSLA,2021Q2,BF-corr,ATM,1035,-7.841721439343013,0.18996577592395242
TSLA,2021Q2,BF-corr,ITM,1619,-6.466325674594646,0.18096768688107145
TSLA,2021Q2,BF-corr,deep_ITM,5196,0.6560656652563597,0.14329398798546625
TSLA,2021Q3,Dynamic ET,deep_OTM,5200,0.7354652852705703,0.11749801348461565
TSLA,2021Q3,Dynamic ET,OTM,2096,-3.158581429584671,0.15263544844942759
TSLA,2021Q3,Dynamic ET,ATM,1056,-4.274072687297962,0.16731236032197003
TSLA,2021Q3,Dynamic ET,ITM,1693,-3.7379756747983395,0.16568531857058455
TSLA,2021Q3,Dynamic ET,deep_ITM,4955,0.7354228279221507,0.15415754192532816
TSLA,2021Q3,ET-aug,deep_OTM,5200,0.7354311309762706,0.11757057690192334
TSLA,2021Q3,ET-aug,OTM,2096,-3.2301688886897617,0.15415471058683214
TSLA,2021Q3,ET-aug,ATM,1056,-4.408565000906462,0.1700198585700761
TSLA,2021Q3,ET-aug,ITM,1693,-3.7604562895144023,0.16636061243354974
TSLA,2021Q3,ET-aug,deep_ITM,4955,0.7329848405277248,0.15365359544298704
TSLA,2021Q3,BF-varsel,deep_OTM,5200,0.7393342201215936,0.11636073665448741
TSLA,2021Q3,BF-varsel,OTM,2096,-3.0957610825152218,0.1512395541459925
TSLA,2021Q3,BF-varsel,ATM,1056,-4.309135534427181,0.16703269396306852
TSLA,2021Q3,BF-varsel,ITM,1693,-3.7729272204281106,0.16567447345540445
TSLA,2021Q3,BF-varsel,deep_ITM,4955,0.7392993614019687,0.15445843167911222
TSLA,2021Q3,BF-corr,deep_OTM,5200,0.7274799694666905,0.12031598388073905
TSLA,2021Q3,BF-corr,OTM,2096,-3.3397069093501655,0.15714986686744412
TSLA,2021Q3,BF-corr,ATM,1056,-4.367721432179397,0.1693694478567124
TSLA,2021Q3,BF-corr,ITM,1693,-3.810858609478073,0.1677522609372075
TSLA,2021Q3,BF-corr,deep_ITM,4955,0.7373027809375725,0.1563743838032208
TSLA,2021Q4,Dynamic ET,deep_OTM,5113,0.6394976377418959,0.1284971989438691
TSLA,2021Q4,Dynamic ET,OTM,2049,-3.1540787412637776,0.18199640874573025
TSLA,2021Q4,Dynamic ET,ATM,1037,-4.096562935578189,0.20442796615236303
TSLA,2021Q4,Dynamic ET,ITM,1768,-4.194638731430425,0.19794957206448097
TSLA,2021Q4,Dynamic ET,deep_ITM,5033,0.6397985911298422,0.14865043415458012
TSLA,2021Q4,ET-aug,deep_OTM,5113,0.6102888923686485,0.13373207274789833
TSLA,2021Q4,ET-aug,OTM,2049,-3.4994072888824146,0.1888239276671548
TSLA,2021Q4,ET-aug,ATM,1037,-4.655079810435591,0.2155893485824494
TSLA,2021Q4,ET-aug,ITM,1768,-5.068512599705295,0.21413876315045352
TSLA,2021Q4,ET-aug,deep_ITM,5033,0.6082632484636135,0.1581722027856154
TSLA,2021Q4,BF-varsel,deep_OTM,5113,0.6353441173134494,0.13018972623508748
TSLA,2021Q4,BF-varsel,OTM,2049,-2.734866410514075,0.17267653368797842
TSLA,2021Q4,BF-varsel,ATM,1037,-3.509119776793643,0.1920687254821603
TSLA,2021Q4,BF-varsel,ITM,1768,-3.743269720904342,0.18811725565610968
TSLA,2021Q4,BF-varsel,deep_ITM,5033,0.6393738326046141,0.1480854244254589
TSLA,2021Q4,BF-corr,deep_OTM,5113,0.625593120576033,0.13245448052233852
TSLA,2021Q4,BF-corr,OTM,2049,-3.1196479455524324,0.18184829336689462
TSLA,2021Q4,BF-corr,ATM,1037,-4.100992663418452,0.20608659144412647
TSLA,2021Q4,BF-corr,ITM,1768,-4.134372173683,0.19755156973746238
TSLA,2021Q4,BF-corr,deep_ITM,5033,0.628452229969825,0.15355276922748484
TSLA,2022Q1,Dynamic ET,deep_OTM,5176,0.8124785514846966,0.06621725287287478
TSLA,2022Q1,Dynamic ET,OTM,2075,-0.263329356800883,0.055396628134939715
TSLA,2022Q1,Dynamic ET,ATM,956,-0.3247404990784042,0.05833716385983278
TSLA,2022Q1,Dynamic ET,ITM,1694,-0.14727844197074913,0.05800835930932696
TSLA,2022Q1,Dynamic ET,deep_ITM,5099,0.7910620227630798,0.07991623843302594
TSLA,2022Q1,ET-aug,deep_OTM,5176,0.8082493851395139,0.06655717520672329
TSLA,2022Q1,ET-aug,OTM,2075,-0.28767747508581576,0.054575002231325276
TSLA,2022Q1,ET-aug,ATM,956,-0.4207774736989476,0.06026639854602524
TSLA,2022Q1,ET-aug,ITM,1694,-0.17124227200691067,0.05807330152302234
TSLA,2022Q1,ET-aug,deep_ITM,5099,0.7850983379176049,0.08140130182780923
TSLA,2022Q1,BF-varsel,deep_OTM,5176,0.8154657811234441,0.06565883084662266
TSLA,2022Q1,BF-varsel,OTM,2075,-0.22798142022092072,0.055501726106024114
TSLA,2022Q1,BF-varsel,ATM,956,-0.27261716274984016,0.05797468378661098
TSLA,2022Q1,BF-varsel,ITM,1694,-0.1389879141083521,0.058055992502951556
TSLA,2022Q1,BF-varsel,deep_ITM,5099,0.7935423271254168,0.07838954148068238
TSLA,2022Q1,BF-corr,deep_OTM,5176,0.8147174402304332,0.06518408693996504
TSLA,2022Q1,BF-corr,OTM,2075,-0.23833879882169606,0.054661479060510595
TSLA,2022Q1,BF-corr,ATM,956,-0.32691953102866034,0.05846612768956445
TSLA,2022Q1,BF-corr,ITM,1694,-0.12951104489526388,0.05736658364469377
TSLA,2022Q1,BF-corr,deep_ITM,5099,0.7965797998746726,0.07908229872382332
TSLA,2022Q2,Dynamic ET,deep_OTM,5250,0.7808174028538873,0.07942841464000018
TSLA,2022Q2,Dynamic ET,OTM,2068,-1.6692626963303163,0.11231002443907162
TSLA,2022Q2,Dynamic ET,ATM,957,-4.019759497637076,0.1413450754963431
TSLA,2022Q2,Dynamic ET,ITM,1673,-1.818750971872812,0.11944238164973113
TSLA,2022Q2,Dynamic ET,deep_ITM,5052,0.8133031110681027,0.10186965822050668
TSLA,2022Q2,ET-aug,deep_OTM,5250,0.7756620785948207,0.08059064586857162
TSLA,2022Q2,ET-aug,OTM,2068,-1.7510870458509356,0.1146917409767892
TSLA,2022Q2,ET-aug,ATM,957,-4.172393013326639,0.14432856065830757
TSLA,2022Q2,ET-aug,ITM,1673,-1.9536797235414887,0.12296158032875082
TSLA,2022Q2,ET-aug,deep_ITM,5052,0.8063421232113632,0.10358626424188436
TSLA,2022Q2,BF-varsel,deep_OTM,5250,0.7874715840024837,0.07796871141042631
TSLA,2022Q2,BF-varsel,OTM,2068,-1.619908355351014,0.11073889878304322
TSLA,2022Q2,BF-varsel,ATM,957,-3.941203149280933,0.13953408456287034
TSLA,2022Q2,BF-varsel,ITM,1673,-1.7729492159643478,0.11814857984857548
TSLA,2022Q2,BF-varsel,deep_ITM,5052,0.818826041489461,0.10096600340129316
TSLA,2022Q2,BF-corr,deep_OTM,5250,0.7847674501112427,0.07882560420953606
TSLA,2022Q2,BF-corr,OTM,2068,-1.6524216662960756,0.11275677211978144
TSLA,2022Q2,BF-corr,ATM,957,-3.9796225274957653,0.14230640550371407
TSLA,2022Q2,BF-corr,ITM,1673,-1.831054534005589,0.11999801853017465
TSLA,2022Q2,BF-corr,deep_ITM,5052,0.8163776395941098,0.10119139715461477
TSLA,2022Q3,Dynamic ET,deep_OTM,5160,0.8976829874582897,0.04617484031201542
TSLA,2022Q3,Dynamic ET,OTM,2071,-0.4025841321546222,0.061561993099951556
TSLA,2022Q3,Dynamic ET,ATM,1027,-1.2226111792606735,0.07784230185978559
TSLA,2022Q3,Dynamic ET,ITM,1773,-0.7603882616053768,0.07245151677946969
TSLA,2022Q3,Dynamic ET,deep_ITM,4969,0.8941572775028269,0.06761213446166225
TSLA,2022Q3,ET-aug,deep_OTM,5160,0.893263510135036,0.04752189642054253
TSLA,2022Q3,ET-aug,OTM,2071,-0.8940242595353916,0.07259150193626249
TSLA,2022Q3,ET-aug,ATM,1027,-2.1097357166837964,0.0940188203602723
TSLA,2022Q3,ET-aug,ITM,1773,-1.3976849798570052,0.08441657283699926
TSLA,2022Q3,ET-aug,deep_ITM,4969,0.8898232079192232,0.06968333326222564
TSLA,2022Q3,BF-varsel,deep_OTM,5160,0.8953379886940387,0.046658319349999845
TSLA,2022Q3,BF-varsel,OTM,2071,-0.37070902649682336,0.05887855678416215
TSLA,2022Q3,BF-varsel,ATM,1027,-1.0145998186559257,0.07298679804284311
TSLA,2022Q3,BF-varsel,ITM,1773,-0.724299661623226,0.07021824745910867
TSLA,2022Q3,BF-varsel,deep_ITM,4969,0.882915702378621,0.06981977276615008
TSLA,2022Q3,BF-corr,deep_OTM,5160,0.8933671056673195,0.04837883089105727
TSLA,2022Q3,BF-corr,OTM,2071,-0.882818449881855,0.07172295294802278
TSLA,2022Q3,BF-corr,ATM,1027,-2.027220216876333,0.09229428500155396
TSLA,2022Q3,BF-corr,ITM,1773,-1.1451099132283842,0.0802186001185048
TSLA,2022Q3,BF-corr,deep_ITM,4969,0.885368530274614,0.0701090137119433
TSLA,2022Q4,Dynamic ET,deep_OTM,5769,0.8760433743272182,0.0489105769058763
TSLA,2022Q4,Dynamic ET,OTM,1636,0.04938227337891454,0.0512906150855748
TSLA,2022Q4,Dynamic ET,ATM,766,-0.08462329421459458,0.05383205285900813
TSLA,2022Q4,Dynamic ET,ITM,1441,0.0544462690957096,0.05105890255378252
TSLA,2022Q4,Dynamic ET,deep_ITM,5388,0.9422676833882366,0.04629250668337045
TSLA,2022Q4,ET-aug,deep_OTM,5769,0.8813918071916527,0.04828393683134006
TSLA,2022Q4,ET-aug,OTM,1636,0.11504526537128723,0.05361424116748241
TSLA,2022Q4,ET-aug,ATM,766,-0.008965688907216052,0.05502483727154101
TSLA,2022Q4,ET-aug,ITM,1441,0.085225668234852,0.0545300319361562
TSLA,2022Q4,ET-aug,deep_ITM,5388,0.9412027036242996,0.046999774894209354
TSLA,2022Q4,BF-varsel,deep_OTM,5769,0.8671934379125668,0.049432763033483595
TSLA,2022Q4,BF-varsel,OTM,1636,0.04477083319295305,0.05057226208129595
TSLA,2022Q4,BF-varsel,ATM,766,-0.09722311984116883,0.05334722055483059
TSLA,2022Q4,BF-varsel,ITM,1441,0.06677566555536296,0.05011058957668323
TSLA,2022Q4,BF-varsel,deep_ITM,5388,0.9375975110452216,0.046047759117792623
TSLA,2022Q4,BF-corr,deep_OTM,5769,0.8586418945541132,0.048511756312892444
TSLA,2022Q4,BF-corr,OTM,1636,0.14168487374378225,0.04910956664390751
TSLA,2022Q4,BF-corr,ATM,766,0.005311343703025884,0.052086550517526024
TSLA,2022Q4,BF-corr,ITM,1441,0.08817220181460694,0.05043407194147189
TSLA,2022Q4,BF-corr,deep_ITM,5388,0.9252604589112352,0.04762764266892135
NVDA,2021Q1,Dynamic ET,deep_OTM,4927,0.9693620685077575,0.04040907790135979
NVDA,2021Q1,Dynamic ET,OTM,2461,-0.15520044328848126,0.052885205225517914
NVDA,2021Q1,Dynamic ET,ATM,1304,-0.5233286736581244,0.05763248194018407
NVDA,2021Q1,Dynamic ET,ITM,1967,-0.017552148777793652,0.0590577499034062
NVDA,2021Q1,Dynamic ET,deep_ITM,4341,0.8473611654497945,0.08272697636258936
NVDA,2021Q1,ET-aug,deep_OTM,4927,0.9683895672222825,0.04083196271970766
NVDA,2021Q1,ET-aug,OTM,2461,-0.1679291776415699,0.05318153588378688
NVDA,2021Q1,ET-aug,ATM,1304,-0.5296028381114763,0.057750141027607366
NVDA,2021Q1,ET-aug,ITM,1967,-0.03201293720431031,0.05932541124046774
NVDA,2021Q1,ET-aug,deep_ITM,4341,0.8445897554581872,0.08361318055286808
NVDA,2021Q1,BF-varsel,deep_OTM,4927,0.9691226212916595,0.04027871922383465
NVDA,2021Q1,BF-varsel,OTM,2461,-0.12821682586246985,0.052334350662670816
NVDA,2021Q1,BF-varsel,ATM,1304,-0.5139812658256802,0.058081504725204534
NVDA,2021Q1,BF-varsel,ITM,1967,-0.0164234293672032,0.05902876235426191
NVDA,2021Q1,BF-varsel,deep_ITM,4341,0.8574689418400114,0.08125207698130245
NVDA,2021Q1,BF-corr,deep_OTM,4927,0.9698561512433408,0.0398243632217832
NVDA,2021Q1,BF-corr,OTM,2461,-0.14130792058312158,0.05231520257774909
NVDA,2021Q1,BF-corr,ATM,1304,-0.46410040078123727,0.05617748020425449
NVDA,2021Q1,BF-corr,ITM,1967,-0.008163999957867096,0.058315216155873026
NVDA,2021Q1,BF-corr,deep_ITM,4341,0.8504681482278,0.08262491446944895
NVDA,2021Q2,Dynamic ET,deep_OTM,4741,0.9363453365355452,0.0640750727103986
NVDA,2021Q2,Dynamic ET,OTM,2366,-2.9940245039696873,0.10172238871090462
NVDA,2021Q2,Dynamic ET,ATM,1243,-10.018534703162686,0.12786096890587326
NVDA,2021Q2,Dynamic ET,ITM,2086,-3.60864631781953,0.1141438273010548
NVDA,2021Q2,Dynamic ET,deep_ITM,4564,0.8060429209073919,0.10123163754601218
NVDA,2021Q2,ET-aug,deep_OTM,4741,0.9333282063271244,0.06529037055262596
NVDA,2021Q2,ET-aug,OTM,2366,-3.1779544731839584,0.1040584831656805
NVDA,2021Q2,ET-aug,ATM,1243,-10.013873314721287,0.12814013078841544
NVDA,2021Q2,ET-aug,ITM,2086,-3.6960855175984735,0.11556522734899337
NVDA,2021Q2,ET-aug,deep_ITM,4564,0.8025486452293605,0.1021012031595091
NVDA,2021Q2,BF-varsel,deep_OTM,4741,0.93666319386271,0.06386259203807214
NVDA,2021Q2,BF-varsel,OTM,2366,-2.8650650125854455,0.09995093634192737
NVDA,2021Q2,BF-varsel,ATM,1243,-9.841552837226082,0.12632605080383527
NVDA,2021Q2,BF-varsel,ITM,2086,-3.558897408228103,0.11298926174496655
NVDA,2021Q2,BF-varsel,deep_ITM,4564,0.8082120612380037,0.10149008559962014
NVDA,2021Q2,BF-corr,deep_OTM,4741,0.9366109952682858,0.06430984664446683
NVDA,2021Q2,BF-corr,OTM,2366,-2.8720463789004276,0.10055958870428938
NVDA,2021Q2,BF-corr,ATM,1243,-9.505527381188925,0.12525600367907755
NVDA,2021Q2,BF-corr,ITM,2086,-3.4599468543856924,0.11269558217414032
NVDA,2021Q2,BF-corr,deep_ITM,4564,0.813673149214048,0.10034948015764633
NVDA,2021Q3,Dynamic ET,deep_OTM,5037,0.9434579566884654,0.05107507165773273
NVDA,2021Q3,Dynamic ET,OTM,2131,-0.06642461845156311,0.0494853715204132
NVDA,2021Q3,Dynamic ET,ATM,1076,-0.7618215675757958,0.048404816273235216
NVDA,2021Q3,Dynamic ET,ITM,1746,0.05464201680642766,0.05249558096792676
NVDA,2021Q3,Dynamic ET,deep_ITM,5010,0.8325444873150101,0.07556580995009986
NVDA,2021Q3,ET-aug,deep_OTM,5037,0.9398768627397943,0.052769044002382276
NVDA,2021Q3,ET-aug,OTM,2131,-0.08455074045831523,0.04947151562177399
NVDA,2021Q3,ET-aug,ATM,1076,-0.7834657182062157,0.048204675483272376
NVDA,2021Q3,ET-aug,ITM,1746,0.03275872227991894,0.05239501719358528
NVDA,2021Q3,ET-aug,deep_ITM,5010,0.8288567173977814,0.076404334235529
NVDA,2021Q3,BF-varsel,deep_OTM,5037,0.9441039616014508,0.05033977498031223
NVDA,2021Q3,BF-varsel,OTM,2131,-0.15338009312702705,0.052120381618958454
NVDA,2021Q3,BF-varsel,ATM,1076,-0.9960657773302612,0.05245929694237999
NVDA,2021Q3,BF-varsel,ITM,1746,-0.048892884846018836,0.05599597240263457
NVDA,2021Q3,BF-varsel,deep_ITM,5010,0.8336392622136195,0.07587745076946101
NVDA,2021Q3,BF-corr,deep_OTM,5037,0.9408712881749526,0.05168197437384345
NVDA,2021Q3,BF-corr,OTM,2131,-0.12150563091300892,0.050714521967558844
NVDA,2021Q3,BF-corr,ATM,1076,-0.7580545983587688,0.04845136855346007
NVDA,2021Q3,BF-corr,ITM,1746,0.028269822286274393,0.05328090421086055
NVDA,2021Q3,BF-corr,deep_ITM,5010,0.833676133402381,0.07660682502102793
NVDA,2021Q4,Dynamic ET,deep_OTM,5280,0.8808396450204947,0.05721780439015126
NVDA,2021Q4,Dynamic ET,OTM,2004,-0.34063806334136726,0.07599008342315378
NVDA,2021Q4,Dynamic ET,ATM,1022,-0.6165437978104049,0.07969795822896295
NVDA,2021Q4,Dynamic ET,ITM,1691,-0.175093825880553,0.0758630431224129
NVDA,2021Q4,Dynamic ET,deep_ITM,5003,0.8383233994085962,0.07665321401159306
NVDA,2021Q4,ET-aug,deep_OTM,5280,0.8809120224317581,0.05713646846969669
NVDA,2021Q4,ET-aug,OTM,2004,-0.34997006158908883,0.07611174349301411
NVDA,2021Q4,ET-aug,ATM,1022,-0.5692365774595758,0.0783619828571431
NVDA,2021Q4,ET-aug,ITM,1691,-0.17826254925943275,0.07592277594322902
NVDA,2021Q4,ET-aug,deep_ITM,5003,0.8364859359582631,0.07685413407155708
NVDA,2021Q4,BF-varsel,deep_OTM,5280,0.8822686993833267,0.056869889964646196
NVDA,2021Q4,BF-varsel,OTM,2004,-0.3422325289982848,0.07625529961576859
NVDA,2021Q4,BF-varsel,ATM,1022,-0.6462054517399061,0.08051710840834976
NVDA,2021Q4,BF-varsel,ITM,1691,-0.16785695450834126,0.07602384420264151
NVDA,2021Q4,BF-varsel,deep_ITM,5003,0.8452773166358294,0.07575945846458793
