ticker,fold,model,region,n,r2,mae
NVDA,2021Q4,BF-corr,deep_OTM,5280,0.8821640104148827,0.05682859262045863
NVDA,2021Q4,BF-corr,OTM,2004,-0.30241544768984596,0.07502378539154482
NVDA,2021Q4,BF-corr,ATM,1022,-0.542313603637788,0.0782819153213837
NVDA,2021Q4,BF-corr,ITM,1691,-0.12244988359839204,0.074735384553354
NVDA,2021Q4,BF-corr,deep_ITM,5003,0.8514712331616474,0.07422362005425519
NVDA,2022Q1,Dynamic ET,deep_OTM,5576,0.8415909282119634,0.06607587270982755
NVDA,2022Q1,Dynamic ET,OTM,1854,-1.4817063202245433,0.1130007071682848
NVDA,2022Q1,Dynamic ET,ATM,915,-2.626606535474487,0.12375294041530055
NVDA,2022Q1,Dynamic ET,ITM,1519,-1.5210797368041313,0.11594268787360094
NVDA,2022Q1,Dynamic ET,deep_ITM,5136,0.8250091479588181,0.08520618338200932
NVDA,2022Q1,ET-aug,deep_OTM,5576,0.8330390840388602,0.06872585644189358
NVDA,2022Q1,ET-aug,OTM,1854,-1.6785829676872255,0.11928687898597641
NVDA,2022Q1,ET-aug,ATM,915,-2.841513207711516,0.12983290420765034
NVDA,2022Q1,ET-aug,ITM,1519,-1.672677924306988,0.12148076398946672
NVDA,2022Q1,ET-aug,deep_ITM,5136,0.8202501807203956,0.08868276885514015
NVDA,2022Q1,BF-varsel,deep_OTM,5576,0.838229884344297,0.06622498574367158
NVDA,2022Q1,BF-varsel,OTM,1854,-1.365814910656593,0.10995824344839988
NVDA,2022Q1,BF-varsel,ATM,915,-2.4545145191622644,0.11950273903843348
NVDA,2022Q1,BF-varsel,ITM,1519,-1.421342512133124,0.11249911381226672
NVDA,2022Q1,BF-varsel,deep_ITM,5136,0.821351022208499,0.08428799696553743
NVDA,2022Q1,BF-corr,deep_OTM,5576,0.8262951123507165,0.06628664960752371
NVDA,2022Q1,BF-corr,OTM,1854,-1.2303937255868358,0.10692758278112476
NVDA,2022Q1,BF-corr,ATM,915,-2.361227019063774,0.1174980548799292
NVDA,2022Q1,BF-corr,ITM,1519,-1.3540246830097122,0.11058137557389247
NVDA,2022Q1,BF-corr,deep_ITM,5136,0.821508648779526,0.08305032226535565
NVDA,2022Q2,Dynamic ET,deep_OTM,5945,0.7660078934862363,0.08836287272497904
NVDA,2022Q2,Dynamic ET,OTM,1616,-1.0652754653849117,0.1435873805754949
NVDA,2022Q2,Dynamic ET,ATM,727,-2.14878522282381,0.1576155541953233
NVDA,2022Q2,Dynamic ET,ITM,1416,-1.093327145596012,0.14354168245762683
NVDA,2022Q2,Dynamic ET,deep_ITM,5296,0.8356586462861537,0.11035624321185779
NVDA,2022Q2,ET-aug,deep_OTM,5945,0.7608535062485066,0.08995458052312878
NVDA,2022Q2,ET-aug,OTM,1616,-1.0823483088941583,0.143805946621287
NVDA,2022Q2,ET-aug,ATM,727,-2.147409963930537,0.15716591020632745
NVDA,2022Q2,ET-aug,ITM,1416,-1.1326609852570781,0.1452661925423727
NVDA,2022Q2,ET-aug,deep_ITM,5296,0.829885939300454,0.11243033049093636
NVDA,2022Q2,BF-varsel,deep_OTM,5945,0.7680006788482537,0.08757020334608115
NVDA,2022Q2,BF-varsel,OTM,1616,-1.0135351804580401,0.14188096699154273
NVDA,2022Q2,BF-varsel,ATM,727,-2.097708147600516,0.1565877959949564
NVDA,2022Q2,BF-varsel,ITM,1416,-1.042957535609259,0.14115473053907698
NVDA,2022Q2,BF-varsel,deep_ITM,5296,0.8391447305986562,0.10947364299282457
NVDA,2022Q2,BF-corr,deep_OTM,5945,0.7673545309134026,0.08579281506996093
NVDA,2022Q2,BF-corr,OTM,1616,-1.0037892393589893,0.14051310503912798
NVDA,2022Q2,BF-corr,ATM,727,-2.069777162627235,0.15562859901044204
NVDA,2022Q2,BF-corr,ITM,1416,-1.0419360454868385,0.1408381717910587
NVDA,2022Q2,BF-corr,deep_ITM,5296,0.8372713525347482,0.10654199973236872
NVDA,2022Q3,Dynamic ET,deep_OTM,5855,0.9487163175107862,0.033391327658411504
NVDA,2022Q3,Dynamic ET,OTM,1835,-0.15176122217689225,0.04688562166212535
NVDA,2022Q3,Dynamic ET,ATM,821,-2.3432615358841127,0.051311346626066075
NVDA,2022Q3,Dynamic ET,ITM,1465,-0.2147107163930675,0.054957039221843106
NVDA,2022Q3,Dynamic ET,deep_ITM,5024,0.9306067921093758,0.055302984273487295
NVDA,2022Q3,ET-aug,deep_OTM,5855,0.9428890597666514,0.035725573559350896
NVDA,2022Q3,ET-aug,OTM,1835,-0.5211994975059482,0.054624054626703056
NVDA,2022Q3,ET-aug,ATM,821,-3.5852946296637214,0.059686448635810324
NVDA,2022Q3,ET-aug,ITM,1465,-0.41714052263202284,0.06061367432081922
NVDA,2022Q3,ET-aug,deep_ITM,5024,0.9290759859069346,0.05679509091958602
NVDA,2022Q3,BF-varsel,deep_OTM,5855,0.9498404988397632,0.03290622293204912
NVDA,2022Q3,BF-varsel,OTM,1835,0.09890042736909888,0.04102549204632153
NVDA,2022Q3,BF-varsel,ATM,821,-1.7057476487761636,0.046478239997970044
NVDA,2022Q3,BF-varsel,ITM,1465,-0.10313616779488766,0.052691060261092174
NVDA,2022Q3,BF-varsel,deep_ITM,5024,0.9305333458255816,0.05536877894506375
NVDA,2022Q3,BF-corr,deep_OTM,5855,0.9426265741802317,0.03365147412382795
NVDA,2022Q3,BF-corr,OTM,1835,0.21944662704882845,0.03822251822526534
NVDA,2022Q3,BF-corr,ATM,821,-1.265747454370504,0.04291085366513041
NVDA,2022Q3,BF-corr,ITM,1465,0.02636932439378803,0.049664135069031966
NVDA,2022Q3,BF-corr,deep_ITM,5024,0.9309355757246712,0.0539766279360736
NVDA,2022Q4,Dynamic ET,deep_OTM,5413,0.9341498958249266,0.03701983110474785
NVDA,2022Q4,Dynamic ET,OTM,2062,0.24966445898794276,0.051782614369544004
NVDA,2022Q4,Dynamic ET,ATM,962,-0.12071250808640288,0.05191049323284812
NVDA,2022Q4,Dynamic ET,ITM,1780,-0.015139142288439489,0.051747763376404556
NVDA,2022Q4,Dynamic ET,deep_ITM,4783,0.9353386392877133,0.05281728886891089
NVDA,2022Q4,ET-aug,deep_OTM,5413,0.931783077634473,0.03736314836874194
NVDA,2022Q4,ET-aug,OTM,2062,0.21216719414880847,0.05234722847720645
NVDA,2022Q4,ET-aug,ATM,962,-0.13809855927032144,0.05159325372141363
NVDA,2022Q4,ET-aug,ITM,1780,-0.0656055759538634,0.0523809988483147
NVDA,2022Q4,ET-aug,deep_ITM,4783,0.9337588516540017,0.05325454028852198
NVDA,2022Q4,BF-varsel,deep_OTM,5413,0.9401994538767554,0.03606966046803993
NVDA,2022Q4,BF-varsel,OTM,2062,0.2971597905689737,0.05054273293161965
NVDA,2022Q4,BF-varsel,ATM,962,-0.1017477247104186,0.05165851525814262
NVDA,2022Q4,BF-varsel,ITM,1780,0.034639282286173856,0.05098881264044952
NVDA,2022Q4,BF-varsel,deep_ITM,4783,0.9366222169792221,0.05217255619224351
NVDA,2022Q4,BF-corr,deep_OTM,5413,0.9351263081758828,0.036574832052398074
NVDA,2022Q4,BF-corr,OTM,2062,0.24970651569894364,0.05152263915953869
NVDA,2022Q4,BF-corr,ATM,962,-0.1161687266750635,0.051651563534423336
NVDA,2022Q4,BF-corr,ITM,1780,-0.01070810112403553,0.051546645426107734
NVDA,2022Q4,BF-corr,deep_ITM,4783,0.9383777255245634,0.051347470390894503
QQQ,2022Q1,Dynamic ET,deep_OTM,2934,0.969816424620699,0.023735782341513245
QQQ,2022Q1,Dynamic ET,OTM,4135,0.31365754885438935,0.049642959373639654
QQQ,2022Q1,Dynamic ET,ATM,2284,-2.239646001688618,0.07669658499999998
QQQ,2022Q1,Dynamic ET,ITM,3145,0.36339500046458106,0.05988387923688396
QQQ,2022Q1,Dynamic ET,deep_ITM,2502,0.7786263444139686,0.06727470293764982
QQQ,2022Q1,ET-aug,deep_OTM,2934,0.9678116463613589,0.024864184867075576
QQQ,2022Q1,ET-aug,OTM,4135,0.2921681782257578,0.05063093810882707
QQQ,2022Q1,ET-aug,ATM,2284,-2.28147168520556,0.0771730203677758
QQQ,2022Q1,ET-aug,ITM,3145,0.356052773076565,0.06033254172972972
QQQ,2022Q1,ET-aug,deep_ITM,2502,0.7784982795935641,0.06810251678257388
QQQ,2022Q1,BF-varsel,deep_OTM,2934,0.9691326228148257,0.02355942808663612
QQQ,2022Q1,BF-varsel,OTM,4135,0.3357119990724923,0.04877455739262182
QQQ,2022Q1,BF-varsel,ATM,2284,-2.1562390962848768,0.07557151410391122
QQQ,2022Q1,BF-varsel,ITM,3145,0.3653369786546494,0.0596594782527822
QQQ,2022Q1,BF-varsel,deep_ITM,2502,0.7724765362386927,0.06766620582267514
QQQ,2022Q1,BF-corr,deep_OTM,2934,0.9583724529999336,0.025964136747167316
QQQ,2022Q1,BF-corr,OTM,4135,0.3805393353971075,0.04724791001306314
QQQ,2022Q1,BF-corr,ATM,2284,-2.029718126247988,0.07429689357477613
QQQ,2022Q1,BF-corr,ITM,3145,0.3828615508198876,0.058587581175714325
QQQ,2022Q1,BF-corr,deep_ITM,2502,0.7660131059783734,0.06938573141835923
QQQ,2022Q2,Dynamic ET,deep_OTM,3748,0.9597685897015568,0.026976575189434356
QQQ,2022Q2,Dynamic ET,OTM,3551,0.5711344291331679,0.03956142138834116
QQQ,2022Q2,Dynamic ET,ATM,1792,-0.1371663015963771,0.04286661206473214
QQQ,2022Q2,Dynamic ET,ITM,2705,0.5655325900109581,0.04680398480961182
QQQ,2022Q2,Dynamic ET,deep_ITM,3204,0.8033861078401204,0.08637105189762782
QQQ,2022Q2,ET-aug,deep_OTM,3748,0.9600527587422469,0.02780618503735333
QQQ,2022Q2,ET-aug,OTM,3551,0.5829738307416137,0.038720907068431225
QQQ,2022Q2,ET-aug,ATM,1792,-0.10468351994866154,0.04201472571986607
QQQ,2022Q2,ET-aug,ITM,2705,0.567787356838087,0.046451678314232824
QQQ,2022Q2,ET-aug,deep_ITM,3204,0.8033154040689047,0.0862551244818975
QQQ,2022Q2,BF-varsel,deep_OTM,3748,0.9536536714133172,0.027117806223520093
QQQ,2022Q2,BF-varsel,OTM,3551,0.5840276576433951,0.03884882136835766
QQQ,2022Q2,BF-varsel,ATM,1792,-0.15640729729853642,0.04319779306361605
QQQ,2022Q2,BF-varsel,ITM,2705,0.5764843601125775,0.046235937138632145
QQQ,2022Q2,BF-varsel,deep_ITM,3204,0.7903562665125882,0.0890894585802468
QQQ,2022Q2,BF-corr,deep_OTM,3748,0.92257707461215,0.029899738107761104
QQQ,2022Q2,BF-corr,OTM,3551,0.6135642037395403,0.03727677362760504
QQQ,2022Q2,BF-corr,ATM,1792,-0.11011503344445162,0.04302540016816241
QQQ,2022Q2,BF-corr,ITM,2705,0.5519464210921521,0.04717486671953204
QQQ,2022Q2,BF-corr,deep_ITM,3204,0.7307289547529889,0.09811643236040009
QQQ,2022Q3,Dynamic ET,deep_OTM,3617,0.9758894554079385,0.01935592197401167
QQQ,2022Q3,Dynamic ET,OTM,3625,0.5236114436062109,0.0332076128827587
QQQ,2022Q3,Dynamic ET,ATM,1878,-1.2103154547194497,0.04353694218849838
QQQ,2022Q3,Dynamic ET,ITM,2822,0.4166780981767655,0.03916604400070871
QQQ,2022Q3,Dynamic ET,deep_ITM,3058,0.8645181138834692,0.05058806150425105
QQQ,2022Q3,ET-aug,deep_OTM,3617,0.9764269417789396,0.019671257763339854
QQQ,2022Q3,ET-aug,OTM,3625,0.5055082474263166,0.033788354275862166
QQQ,2022Q3,ET-aug,ATM,1878,-1.2752469166389906,0.04412959199148032
QQQ,2022Q3,ET-aug,ITM,2822,0.38791763691655146,0.04027321650248052
QQQ,2022Q3,ET-aug,deep_ITM,3058,0.860429944730845,0.051132404355788
QQQ,2022Q3,BF-varsel,deep_OTM,3617,0.9679104626343108,0.02079341233694265
QQQ,2022Q3,BF-varsel,OTM,3625,0.5491113457128189,0.032419141188098556
QQQ,2022Q3,BF-varsel,ATM,1878,-1.1120799387560467,0.04262344438764641
QQQ,2022Q3,BF-varsel,ITM,2822,0.4323433529116688,0.038795898984762614
QQQ,2022Q3,BF-varsel,deep_ITM,3058,0.8645280019101403,0.050503057044909434
QQQ,2022Q3,BF-corr,deep_OTM,3617,0.9298961562817839,0.02535466289058739
QQQ,2022Q3,BF-corr,OTM,3625,0.5236119276405429,0.03326335298317061
QQQ,2022Q3,BF-corr,ATM,1878,-1.1776726109580276,0.04338178552589762
QQQ,2022Q3,BF-corr,ITM,2822,0.4410730933193834,0.038615313708735804
QQQ,2022Q3,BF-corr,deep_ITM,3058,0.8580006939391938,0.05188818178287618
QQQ,2022Q4,Dynamic ET,deep_OTM,3792,0.9814888306107306,0.018089030456223808
QQQ,2022Q4,Dynamic ET,OTM,3493,0.32814917133968724,0.03710060891497292
QQQ,2022Q4,Dynamic ET,ATM,2103,-0.5756769467656384,0.046983551207798346
QQQ,2022Q4,Dynamic ET,ITM,2732,0.49003955526141796,0.041922570472181446
QQQ,2022Q4,Dynamic ET,deep_ITM,2880,0.9119419609697149,0.05054125122222222
QQQ,2022Q4,ET-aug,deep_OTM,3792,0.9810256718630567,0.018501314293249135
QQQ,2022Q4,ET-aug,OTM,3493,0.31129939894718583,0.037662360910392295
QQQ,2022Q4,ET-aug,ATM,2103,-0.610002291073775,0.0475352808654303
QQQ,2022Q4,ET-aug,ITM,2732,0.4788414450844567,0.04258668698023416
QQQ,2022Q4,ET-aug,deep_ITM,2880,0.9113762002784863,0.051151844166666745
QQQ,2022Q4,BF-varsel,deep_OTM,3792,0.9798936069009829,0.01831708698644405
QQQ,2022Q4,BF-varsel,OTM,3493,0.34435338587329367,0.03672931902880376
QQQ,2022Q4,BF-varsel,ATM,2103,-0.5712534565642153,0.04691634347440161
QQQ,2022Q4,BF-varsel,ITM,2732,0.4921795450090881,0.04173442623352849
QQQ,2022Q4,BF-varsel,deep_ITM,2880,0.9083035139423346,0.05029657196354164
QQQ,2022Q4,BF-corr,deep_OTM,3792,0.971796149018575,0.02086258142035991
QQQ,2022Q4,BF-corr,OTM,3493,0.33621335629111293,0.037016437263877024
QQQ,2022Q4,BF-corr,ATM,2103,-0.5485772636744413,0.04661304810710579
QQQ,2022Q4,BF-corr,ITM,2732,0.4895650660645722,0.04181729973068778
QQQ,2022Q4,BF-corr,deep_ITM,2880,0.9016386096464988,0.05266310578583947
SPY,2021Q1,Dynamic ET,deep_OTM,3386,0.9888794386732159,0.017080019492026054
SPY,2021Q1,Dynamic ET,OTM,3449,0.9060098589265873,0.015212752360104404
SPY,2021Q1,Dynamic ET,ATM,2287,0.48136997048459584,0.018817181088762548
SPY,2021Q1,Dynamic ET,ITM,2672,0.8516476291193301,0.019726804464820398
SPY,2021Q1,Dynamic ET,deep_ITM,3206,0.9006127301230293,0.05328075189020581
SPY,2021Q1,ET-aug,deep_OTM,3386,0.9882789470061328,0.01760558524512702
SPY,2021Q1,ET-aug,OTM,3449,0.9042380276799032,0.015277694899971054
SPY,2021Q1,ET-aug,ATM,2287,0.46940695109954433,0.019114318006121508
SPY,2021Q1,ET-aug,ITM,2672,0.8481231709327045,0.020090876530688646
SPY,2021Q1,ET-aug,deep_ITM,3206,0.8981073002639887,0.05464788348097306
SPY,2021Q1,BF-varsel,deep_OTM,3386,0.9889565520524609,0.01697965792902156
SPY,2021Q1,BF-varsel,OTM,3449,0.9037262551958493,0.0154382675635968
SPY,2021Q1,BF-varsel,ATM,2287,0.4802606850381873,0.01895397298280131
SPY,2021Q1,BF-varsel,ITM,2672,0.8490222657849806,0.019812959322604823
SPY,2021Q1,BF-varsel,deep_ITM,3206,0.9039278034476463,0.052461694310667426
SPY,2021Q1,BF-corr,deep_OTM,3386,0.9858746129378835,0.017282412865143267
SPY,2021Q1,BF-corr,OTM,3449,0.8937399274985272,0.016189567484750433
SPY,2021Q1,BF-corr,ATM,2287,0.43208146818161786,0.02017572919940515
SPY,2021Q1,BF-corr,ITM,2672,0.8374973695851256,0.020175555940847547
SPY,2021Q1,BF-corr,deep_ITM,3206,0.9088717169898423,0.05226094432783509
SPY,2021Q2,Dynamic ET,deep_OTM,3098,0.980015864203899,0.02540919850548736
SPY,2021Q2,Dynamic ET,OTM,3668,0.8634573950672614,0.020533353980370674
SPY,2021Q2,Dynamic ET,ATM,2486,0.34937499679839124,0.021804826053901747
SPY,2021Q2,Dynamic ET,ITM,2870,0.7920824342945227,0.023860711243902447
SPY,2021Q2,Dynamic ET,deep_ITM,2878,0.8965409314878737,0.04162453995135512
SPY,2021Q2,ET-aug,deep_OTM,3098,0.9808428067960704,0.024543295819883782
SPY,2021Q2,ET-aug,OTM,3668,0.8727302470237396,0.019361313282442612
SPY,2021Q2,ET-aug,ATM,2486,0.4243312858411624,0.020137417156073874
SPY,2021Q2,ET-aug,ITM,2870,0.7983449025918447,0.0228252571707317
SPY,2021Q2,ET-aug,deep_ITM,2878,0.8955773235139952,0.04126949312022242
SPY,2021Q2,BF-varsel,deep_OTM,3098,0.9810634377689575,0.024768709839368915
SPY,2021Q2,BF-varsel,OTM,3668,0.8626108463789643,0.020501064249699105
SPY,2021Q2,BF-varsel,ATM,2486,0.33391682520524923,0.021989414764682125
SPY,2021Q2,BF-varsel,ITM,2870,0.7919003966608464,0.023834224890243904
SPY,2021Q2,BF-varsel,deep_ITM,2878,0.8980496032926365,0.041345531169214744
SPY,2021Q2,BF-corr,deep_OTM,3098,0.977069022250939,0.026976353008174796
SPY,2021Q2,BF-corr,OTM,3668,0.8174768748556989,0.02397338795161493
SPY,2021Q2,BF-corr,ATM,2486,0.09361778667003329,0.025964197644286795
SPY,2021Q2,BF-corr,ITM,2870,0.7345064678447374,0.02764415906509375
SPY,2021Q2,BF-corr,deep_ITM,2878,0.8933730773783495,0.04400998829470877
SPY,2021Q3,Dynamic ET,deep_OTM,2979,0.989451082619649,0.013914010688150373
SPY,2021Q3,Dynamic ET,OTM,3755,0.8996049910359808,0.015604544231691058
SPY,2021Q3,Dynamic ET,ATM,2521,0.32266157642671334,0.022540043859579435
SPY,2021Q3,Dynamic ET,ITM,3041,0.8160634412761223,0.021319354199276552
SPY,2021Q3,Dynamic ET,deep_ITM,2704,0.8740977673145417,0.03999208137204148
SPY,2021Q3,ET-aug,deep_OTM,2979,0.9883201351032159,0.015520610446458503
SPY,2021Q3,ET-aug,OTM,3755,0.8798122577066467,0.01765961348868172
SPY,2021Q3,ET-aug,ATM,2521,0.22309363149787587,0.024959694399047938
SPY,2021Q3,ET-aug,ITM,3041,0.7864409692904466,0.023576563919763177
SPY,2021Q3,ET-aug,deep_ITM,2704,0.8706971359464079,0.042582112148668694
SPY,2021Q3,BF-varsel,deep_OTM,2979,0.9884142633531766,0.014260940553618743
SPY,2021Q3,BF-varsel,OTM,3755,0.8989158001723403,0.01562033238855126
SPY,2021Q3,BF-varsel,ATM,2521,0.33569342618512055,0.02242549387280171
SPY,2021Q3,BF-varsel,ITM,3041,0.8115251116024157,0.021342712839252424
SPY,2021Q3,BF-varsel,deep_ITM,2704,0.8705423374572658,0.040446420591716006
SPY,2021Q3,BF-corr,deep_OTM,2979,0.9789668766011325,0.016048896297503907
SPY,2021Q3,BF-corr,OTM,3755,0.8908348453452237,0.015759380513611695
SPY,2021Q3,BF-corr,ATM,2521,0.46584402416302384,0.019709448657453638
SPY,2021Q3,BF-corr,ITM,3041,0.8164896842083332,0.020763116559621316
SPY,2021Q3,BF-corr,deep_ITM,2704,0.8706497166493183,0.03983921100715998
SPY,2021Q4,Dynamic ET,deep_OTM,2893,0.983649169938576,0.01814100979260279
SPY,2021Q4,Dynamic ET,OTM,3736,0.8957675771397063,0.015345329119378944
SPY,2021Q4,Dynamic ET,ATM,2542,0.29760575178330084,0.02239075366640441
SPY,2021Q4,Dynamic ET,ITM,3184,0.8394469457888241,0.020085183121859293
SPY,2021Q4,Dynamic ET,deep_ITM,2645,0.8689284058508812,0.049241124491493295
SPY,2021Q4,ET-aug,deep_OTM,2893,0.983150382519331,0.01854089202212238
SPY,2021Q4,ET-aug,OTM,3736,0.8903892483058989,0.015798596084047024
SPY,2021Q4,ET-aug,ATM,2542,0.2728773947166704,0.02266525964594809
SPY,2021Q4,ET-aug,ITM,3184,0.8402617705510207,0.020013742744974874
SPY,2021Q4,ET-aug,deep_ITM,2645,0.8600173483195171,0.050072380862003704
SPY,2021Q4,BF-varsel,deep_OTM,2893,0.9840300312098409,0.01780685415247931
SPY,2021Q4,BF-varsel,OTM,3736,0.898838673988662,0.015033346304586775
SPY,2021Q4,BF-varsel,ATM,2542,0.3120792599643868,0.02234229707271177
SPY,2021Q4,BF-varsel,ITM,3184,0.8317711525012164,0.020497751162060283
SPY,2021Q4,BF-varsel,deep_ITM,2645,0.8624895975494882,0.049370479260302344
SPY,2021Q4,BF-corr,deep_OTM,2893,0.9745718807610202,0.02041205261166949
SPY,2021Q4,BF-corr,OTM,3736,0.9027939768671485,0.014480847368844082
SPY,2021Q4,BF-corr,ATM,2542,0.3899397524524385,0.0210267516783811
SPY,2021Q4,BF-corr,ITM,3184,0.8263620435595725,0.02069647199333901
SPY,2021Q4,BF-corr,deep_ITM,2645,0.8561688540310544,0.049474607629139404
SPY,2022Q1,Dynamic ET,deep_OTM,2858,0.9687683223058743,0.024453516175647186
SPY,2022Q1,Dynamic ET,OTM,4037,0.652929857678971,0.0345617866930889
SPY,2022Q1,Dynamic ET,ATM,2443,-1.5228993232774686,0.057231168280802255
SPY,2022Q1,Dynamic ET,ITM,3034,0.648060618923711,0.03966642399802241
SPY,2022Q1,Dynamic ET,deep_ITM,2628,0.859915694072583,0.057898000087518976
SPY,2022Q1,ET-aug,deep_OTM,2858,0.9672365792835395,0.025539235920223825
SPY,2022Q1,ET-aug,OTM,4037,0.6488787376338767,0.03492957882833785
SPY,2022Q1,ET-aug,ATM,2443,-1.5015270948884702,0.056917167507163295
SPY,2022Q1,ET-aug,ITM,3034,0.64488794863789,0.039840867198417916
SPY,2022Q1,ET-aug,deep_ITM,2628,0.8583669897438608,0.05804140199771686
SPY,2022Q1,BF-varsel,deep_OTM,2858,0.9708016276183449,0.02366880847860831
SPY,2022Q1,BF-varsel,OTM,4037,0.6739468608079678,0.033395226954908985
SPY,2022Q1,BF-varsel,ATM,2443,-1.451018364721592,0.05626087401623683
SPY,2022Q1,BF-varsel,ITM,3034,0.6521546199643822,0.03933324752362119
SPY,2022Q1,BF-varsel,deep_ITM,2628,0.8578592036727922,0.05848871950913236
SPY,2022Q1,BF-corr,deep_OTM,2858,0.9620991114894598,0.026360023712570197
SPY,2022Q1,BF-corr,OTM,4037,0.6831564194738922,0.03302439660621569
SPY,2022Q1,BF-corr,ATM,2443,-1.3349015454150353,0.05500819222053949
SPY,2022Q1,BF-corr,ITM,3034,0.6686508135914566,0.03825212823767865
SPY,2022Q1,BF-corr,deep_ITM,2628,0.8503004655237975,0.05892689100780718
SPY,2022Q2,Dynamic ET,deep_OTM,3150,0.9556568899785407,0.02750903279047615
SPY,2022Q2,Dynamic ET,OTM,3887,0.5775198709768483,0.04066674342423466
SPY,2022Q2,Dynamic ET,ATM,2080,-2.140743295320276,0.06859754210336537
SPY,2022Q2,Dynamic ET,ITM,2932,0.506092680448876,0.05071725990279678
SPY,2022Q2,Dynamic ET,deep_ITM,2951,0.8187049267956485,0.07314377789224007
SPY,2022Q2,ET-aug,deep_OTM,3150,0.9575999219969029,0.027630830898412635
SPY,2022Q2,ET-aug,OTM,3887,0.5917323466577697,0.0398713295806535
SPY,2022Q2,ET-aug,ATM,2080,-2.0803198228361994,0.06783769156490382
SPY,2022Q2,ET-aug,ITM,2932,0.5088632795741589,0.05059050735675313
SPY,2022Q2,ET-aug,deep_ITM,2951,0.8188913870332423,0.0728064089291767
SPY,2022Q2,BF-varsel,deep_OTM,3150,0.9518428543817452,0.02729705511923672
SPY,2022Q2,BF-varsel,OTM,3887,0.614241156028744,0.03854377030895363
SPY,2022Q2,BF-varsel,ATM,2080,-2.0134607704234426,0.06698562816161859
SPY,2022Q2,BF-varsel,ITM,2932,0.5066111277510807,0.05043218692303325
SPY,2022Q2,BF-varsel,deep_ITM,2951,0.8024540295071996,0.07519720045662502
SPY,2022Q2,BF-corr,deep_OTM,3150,0.9129826897918674,0.03436033442570582
SPY,2022Q2,BF-corr,OTM,3887,0.5507170890763299,0.04163341818839489
SPY,2022Q2,BF-corr,ATM,2080,-1.9214991820151681,0.06612576677920289
SPY,2022Q2,BF-corr,ITM,2932,0.5218138412390341,0.04956025098060579
SPY,2022Q2,BF-corr,deep_ITM,2951,0.7610903332208582,0.08212984067539904
SPY,2022Q3,Dynamic ET,deep_OTM,3261,0.9716631350973681,0.01798420701931935
SPY,2022Q3,Dynamic ET,OTM,3860,0.7847334575303286,0.0245325917512953
SPY,2022Q3,Dynamic ET,ATM,2125,-0.4958557481187378,0.03364676287058824
SPY,2022Q3,Dynamic ET,ITM,2931,0.6820576263942053,0.030294758584100998
SPY,2022Q3,Dynamic ET,deep_ITM,2823,0.8554863039727454,0.05936964183138516
SPY,2022Q3,ET-aug,deep_OTM,3261,0.9719914934134425,0.018551111082490107
SPY,2022Q3,ET-aug,OTM,3860,0.7719993026175382,0.02534750889378233
SPY,2022Q3,ET-aug,ATM,2125,-0.5694523047736484,0.034313839840000006
SPY,2022Q3,ET-aug,ITM,2931,0.6680182157499821,0.031094589321050865
SPY,2022Q3,ET-aug,deep_ITM,2823,0.8528575353488638,0.05881096014877804
SPY,2022Q3,BF-varsel,deep_OTM,3261,0.967161792921637,0.018358836222647643
SPY,2022Q3,BF-varsel,OTM,3860,0.8063937957232141,0.02332947063938261
SPY,2022Q3,BF-varsel,ATM,2125,-0.37669625826958186,0.032278711065882364
SPY,2022Q3,BF-varsel,ITM,2931,0.689288077225573,0.029856114618730816
SPY,2022Q3,BF-varsel,deep_ITM,2823,0.8534631878836559,0.05908697581827859
SPY,2022Q3,BF-corr,deep_OTM,3261,0.9279611565097445,0.022861286819923873
SPY,2022Q3,BF-corr,OTM,3860,0.7547805192826146,0.02550034257772641
SPY,2022Q3,BF-corr,ATM,2125,-0.46060705798500723,0.033281158701262664
SPY,2022Q3,BF-corr,ITM,2931,0.6883649268486997,0.03000386028304573
SPY,2022Q3,BF-corr,deep_ITM,2823,0.8531680581975315,0.059859033696536175
SPY,2022Q4,Dynamic ET,deep_OTM,3195,0.9829605505282037,0.01551809787793426
SPY,2022Q4,Dynamic ET,OTM,3916,0.8357804259471395,0.019815651453013255
SPY,2022Q4,Dynamic ET,ATM,2158,0.19108972180573502,0.026452221746987987
SPY,2022Q4,Dynamic ET,ITM,2900,0.7790265451305984,0.026926395844827547
SPY,2022Q4,Dynamic ET,deep_ITM,2831,0.8855602090392543,0.04994179605439769
SPY,2022Q4,ET-aug,deep_OTM,3195,0.9818910329121924,0.015889813884194085
SPY,2022Q4,ET-aug,OTM,3916,0.8353251299220622,0.0198976008529111
SPY,2022Q4,ET-aug,ATM,2158,0.18734645378297565,0.02651759074606121
SPY,2022Q4,ET-aug,ITM,2900,0.7720805974807169,0.027407412865517206
SPY,2022Q4,ET-aug,deep_ITM,2831,0.8875048731109929,0.04970325980219008
SPY,2022Q4,BF-varsel,deep_OTM,3195,0.984331021484339,0.015000279353805122
SPY,2022Q4,BF-varsel,OTM,3916,0.8502651393962339,0.018998417870274942
SPY,2022Q4,BF-varsel,ATM,2158,0.22250026876173878,0.025840772834414622
SPY,2022Q4,BF-varsel,ITM,2900,0.7807780681279273,0.026565275416746192
SPY,2022Q4,BF-varsel,deep_ITM,2831,0.8845055834495054,0.04906142685128929
SPY,2022Q4,BF-corr,deep_OTM,3195,0.9800243922368992,0.016323203220247287
