ticker,fold,model,M_blocks,d,n_train,n_test,r2,mae,rmse,fit_s
TSLA,2020Q2,iTransformer,7,7,30000,15000,0.6289644217721867,0.10838092685594687,0.14621751074046788,67.11931099999856
TSLA,2020Q2,FT-Transformer,7,7,30000,15000,0.6322834408747444,0.10826258729771358,0.14556206298145238,91.32183591600187
TSLA,2020Q3,MLP,8,7,30000,15000,-0.3029579570595038,0.24126115018094696,0.30879997027863293,4.715793292001763
TSLA,2020Q3,LSTM,8,7,30000,15000,-0.37620362739651503,0.2374918153783042,0.31736088442371074,63.80314770900077
TSLA,2020Q3,GRU,8,7,30000,15000,-0.1482262882304186,0.203873289570186,0.2898850320155035,57.44855883400305
TSLA,2020Q3,iTransformer,8,7,30000,15000,-0.043538865692073214,0.19623374314327685,0.27635438684806146,67.87259099999937
TSLA,2020Q3,FT-Transformer,8,7,30000,15000,-0.05283604482388626,0.1982613014007174,0.27758271623049974,92.92929058400114
TSLA,2020Q4,MLP,7,7,30000,15000,0.48312712848757033,0.1156242563074103,0.15858393853616484,3.0292871249985183
TSLA,2020Q4,LSTM,7,7,30000,15000,0.41662222229093604,0.12424824730345409,0.16847764035094384,61.26961499999743
TSLA,2020Q4,GRU,7,7,30000,15000,0.38506217137516996,0.12824650100251833,0.17297483914203438,58.1788427499996
TSLA,2020Q4,iTransformer,7,7,30000,15000,0.2860254125957017,0.143474621079991,0.1863840341419725,68.08172483299859
TSLA,2020Q4,FT-Transformer,7,7,30000,15000,0.30832736176195397,0.14228366490832772,0.18344996292429988,93.08799362500213
TSLA,2021Q1,MLP,7,7,30000,15000,0.6480318057612509,0.1004899522619281,0.1342455981714741,2.3323991659999592
TSLA,2021Q1,LSTM,7,7,30000,15000,0.6303294475742607,0.1023291877838936,0.13758014809307126,61.552844832996925
TSLA,2021Q1,GRU,7,7,30000,15000,0.6625278034009061,0.09706235125632857,0.13145204399733004,59.21463337499881
TSLA,2021Q1,iTransformer,7,7,30000,15000,0.5645899773651226,0.11277149029763159,0.1493129772491141,67.66199491600128
TSLA,2021Q1,FT-Transformer,7,7,30000,15000,0.6153442940504845,0.10685556756040256,0.1403409570627671,91.27914787500049
TSLA,2021Q2,MLP,7,7,30000,15000,0.5450484333487267,0.12572497877309713,0.1573716070876634,3.5814843749976717
TSLA,2021Q2,LSTM,7,7,30000,15000,0.51325923154623,0.13204353667655372,0.1627768572099091,62.71831016700162
TSLA,2021Q2,GRU,7,7,30000,15000,0.523359854669119,0.1309811449753367,0.1610790674286269,58.47757670800274
TSLA,2021Q2,iTransformer,7,7,30000,15000,0.5013063463093017,0.13264742398563895,0.16476338970058557,67.87329804099863
TSLA,2021Q2,FT-Transformer,7,7,30000,15000,0.5495937618055012,0.12781216221947989,0.15658349985186473,93.1832206250001
TSLA,2021Q3,MLP,7,7,30000,15000,0.7122601296615324,0.1297392346665217,0.16062806889403966,2.9108258329979435
TSLA,2021Q3,LSTM,7,7,30000,15000,0.6800311226792688,0.13851047509338255,0.1693851313228781,61.60183662499912
TSLA,2021Q3,GRU,7,7,30000,15000,0.685579459442688,0.13657931697259015,0.16791011977826156,57.96883829199942
TSLA,2021Q3,iTransformer,7,7,30000,15000,0.7206450116034733,0.12429603944668133,0.15827037518479492,68.19076275000043
TSLA,2021Q3,FT-Transformer,7,7,30000,15000,0.6953833143024449,0.13398484397944896,0.16527161110588848,93.12344941699848
TSLA,2021Q4,MLP,8,7,30000,15000,-2.972900953553619,0.4428182508298069,0.5045862345353805,1.9379162920013187
TSLA,2021Q4,LSTM,8,7,30000,15000,-0.2768925378127549,0.23999293843128205,0.2860610338970456,62.33711470799972
TSLA,2021Q4,GRU,8,7,30000,15000,-0.0320402482114146,0.21520618539003245,0.25717565034477763,58.058369291997224
TSLA,2021Q4,iTransformer,8,7,30000,15000,0.4460767362099852,0.15616898834445,0.18841103359240918,67.8217313339992
TSLA,2021Q4,FT-Transformer,8,7,30000,15000,0.38516107366393837,0.1662476184455121,0.19850077524309098,92.82200183399982
TSLA,2022Q1,MLP,7,7,30000,15000,0.7775660650003268,0.0668630393635909,0.11092967370556221,2.1648620830019354
TSLA,2022Q1,LSTM,7,7,30000,15000,0.7584901518810178,0.07019624444692867,0.1155885020237763,61.95493749999878
TSLA,2022Q1,GRU,7,7,30000,15000,0.76013629223147,0.06962882822216543,0.1151939006469197,59.27812149999954
TSLA,2022Q1,iTransformer,7,7,30000,15000,0.7378012184084628,0.0736629138821659,0.12043772621433955,67.86150687500049
TSLA,2022Q1,FT-Transformer,7,7,30000,15000,0.7781893356636358,0.06915266822013601,0.110774149522301,93.6208500419998
TSLA,2022Q2,MLP,7,7,30000,15000,0.6971338050950913,0.10022436866625685,0.13328601907064813,1.871713083000941
TSLA,2022Q2,LSTM,7,7,30000,15000,0.7080362910285232,0.09945205564671009,0.13086503698353114,62.51430004199938
TSLA,2022Q2,GRU,7,7,30000,15000,0.70673539718489,0.09943849549474908,0.13115625863547015,58.61419562499941
TSLA,2022Q2,iTransformer,7,7,30000,15000,0.68948152711386,0.1041259418645935,0.13495933107989413,68.27236895799797
TSLA,2022Q2,FT-Transformer,7,7,30000,15000,0.681460812973351,0.10678238286316301,0.13669122319578111,93.15345820799848
TSLA,2022Q3,MLP,7,7,30000,15000,-0.2501592191925799,0.18806526686420275,0.2788424722380802,1.7921527500002412
TSLA,2022Q3,LSTM,7,7,30000,15000,-4.705632238284326,0.34139219334297627,0.5957007519515535,61.98771245900207
TSLA,2022Q3,GRU,7,7,30000,15000,-6.269156839433572,0.3374657058958193,0.6723854086035326,58.60561462500118
TSLA,2022Q3,iTransformer,7,7,30000,15000,0.8576391467338873,0.06082140535316468,0.0940960844434131,67.20970679099992
TSLA,2022Q3,FT-Transformer,7,7,30000,15000,0.8296665484541508,0.06589726526638222,0.10292626990446736,91.98676641700149
TSLA,2022Q4,MLP,7,7,30000,15000,0.7957022659023916,0.08477956197578876,0.12488064417479847,3.572519708002801
TSLA,2022Q4,LSTM,7,7,30000,15000,0.8373173889075289,0.06304361013069978,0.11143815740109508,70.41755304199978
TSLA,2022Q4,GRU,7,7,30000,15000,0.8348243041523657,0.06510746813996188,0.11228879670171123,58.65471033299764
TSLA,2022Q4,iTransformer,7,7,30000,15000,0.8612696788293217,0.06806097359944153,0.10290797947728333,68.11123745799705
TSLA,2022Q4,FT-Transformer,7,7,30000,15000,0.8456439590582041,0.07281665026827876,0.10854883601695829,93.04590525000094
SPY,2021Q1,MLP,6,7,30000,15000,0.8949669549600374,0.03882908008721287,0.07731916799992246,1.639205249997758
SPY,2021Q1,LSTM,6,7,30000,15000,0.9290287820192282,0.0314094055092694,0.06355728297173728,62.52838433299985
SPY,2021Q1,GRU,6,7,30000,15000,0.9329519801391901,0.02916179061144352,0.061775628426804875,59.11005616600232
SPY,2021Q1,iTransformer,6,7,30000,15000,0.9244920821767563,0.027263218266359968,0.06555720678179397,68.07356766700104
SPY,2021Q1,FT-Transformer,6,7,30000,15000,0.934895878535221,0.025778451354037286,0.060873522778144264,92.68006095799865
SPY,2021Q2,MLP,6,7,30000,15000,0.9076199914389695,0.030460852758763327,0.05633992423505897,1.9651973340005497
SPY,2021Q2,LSTM,6,7,30000,15000,0.9130496526788162,0.028930079145184202,0.0546591558359669,63.218724791997374
SPY,2021Q2,GRU,6,7,30000,15000,0.9228447637540491,0.02661728103145981,0.05148846708897695,59.18820670800051
