ticker,fold,model,M_blocks,d,n_train,n_test,r2,mae,rmse,fit_s
SPY,2022Q1,FT-Transformer,6,7,30000,15000,0.8349303749090873,0.04661508467962709,0.07139582139257043,92.56774249999944
SPY,2022Q2,MLP,6,7,30000,15000,0.8071228264719937,0.048269980911953426,0.07701142279054103,3.964296124999237
SPY,2022Q2,LSTM,6,7,30000,15000,0.7283009650315986,0.061415144905501685,0.09140264814849212,62.31174524999733
SPY,2022Q2,GRU,6,7,30000,15000,0.6794416859236736,0.06269716539685821,0.09928148241300319,59.03088645800017
SPY,2022Q2,iTransformer,6,7,30000,15000,0.8259202592398236,0.054396997225625354,0.0731625520577517,68.0842319580006
SPY,2022Q2,FT-Transformer,6,7,30000,15000,0.8005799347029412,0.05784418280584145,0.07830674241673807,93.36823087499943
SPY,2022Q3,MLP,7,7,30000,15000,0.854146063161337,0.03794661141808689,0.06165911399692719,2.6455284580006264
SPY,2022Q3,LSTM,7,7,30000,15000,0.8661743088141115,0.034869778362284026,0.05906197282952955,63.03067679200103
SPY,2022Q3,GRU,7,7,30000,15000,0.8677842988887308,0.03385438046429539,0.05870562527323211,59.13238545900094
SPY,2022Q3,iTransformer,7,7,30000,15000,0.8759519312834998,0.03362569730188306,0.056863450000433934,68.12814045800042
SPY,2022Q3,FT-Transformer,7,7,30000,15000,0.873808657613502,0.032989850717009224,0.05735258299651585,92.75423045799835
SPY,2022Q4,MLP,7,7,30000,15000,0.8679593159849407,0.03656633846152226,0.06173987516650057,1.8694695839985798
SPY,2022Q4,LSTM,7,7,30000,15000,0.9270643553882181,0.02666906328522078,0.04588616655124647,63.10621504200026
SPY,2022Q4,GRU,7,7,30000,15000,0.9291071838659616,0.026142434789812406,0.04523899814760834,59.52884979200098
SPY,2022Q4,iTransformer,7,7,30000,15000,0.9316255745014087,0.026452109703234035,0.044428199101139994,67.9092023330013
SPY,2022Q4,FT-Transformer,7,7,30000,15000,0.9321752003032042,0.026331493336631456,0.044249271415630856,92.58351754199975
