setting,seed,dataset,model,region,n,M,r2,mae,cfg
transfer,13,2017 European,ET,all,1700,,0.06248328747845433,0.10278441676123928,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
transfer,13,2017 European,ET,OTM,412,,0.4221995330457492,0.08203492691033082,
transfer,13,2017 European,ET,ATM,772,,-0.09980164217508691,0.10067331328484116,
transfer,13,2017 European,ET,ITM,494,,-0.151194104929671,0.12299211637864359,
transfer,13,"12,110 American",ET,all,11563,,-2.0427773082598573,0.27120093992509103,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
transfer,13,"12,110 American",ET,deep OTM,2524,,-1.532953875686497,0.26170326656653187,
transfer,13,"12,110 American",ET,OTM,1812,,-3.81420077462242,0.3118572863265427,
transfer,13,"12,110 American",ET,ATM,1934,,-4.768301177925973,0.2866679496052175,
transfer,13,"12,110 American",ET,ITM,1586,,-3.98766038872379,0.28549032822208964,
transfer,13,"12,110 American",ET,deep ITM,3707,,-1.7350248866548585,0.2436116929105696,
transfer,13,held out,RF,all,887,,0.8178309959570034,0.05243594600635379,"{'max_features': 0.7, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
transfer,13,held out,RF,OTM,269,,0.8437391722953086,0.04535461227561756,
transfer,13,held out,RF,ATM,314,,0.8391958479537626,0.05188813332586174,
transfer,13,held out,RF,ITM,293,,0.7860831529985685,0.05701238716782647,
transfer,13,2017 European,RF,all,1700,,0.00961997290305272,0.10464963337446549,"{'max_features': 0.7, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
transfer,13,2017 European,RF,OTM,412,,0.4246210085094795,0.08109522176452658,
transfer,13,2017 European,RF,ATM,772,,-0.2484269318958623,0.10596385350496064,
transfer,13,2017 European,RF,ITM,494,,-0.14652446704795397,0.12176423693912852,
transfer,13,"12,110 American",RF,all,11563,,-2.148994740163458,0.2735722425752325,"{'max_features': 0.7, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
transfer,13,"12,110 American",RF,deep OTM,2524,,-2.181841041124975,0.2933737290975056,
transfer,13,"12,110 American",RF,OTM,1812,,-2.804100627258087,0.2723195142012253,
transfer,13,"12,110 American",RF,ATM,1934,,-3.1396569482721244,0.2366472846641234,
transfer,13,"12,110 American",RF,ITM,1586,,-3.8914872449708824,0.2838933966968729,
transfer,13,"12,110 American",RF,deep ITM,3707,,-2.4660311207217513,0.27555079935825033,
within,42,held out,Dynamic ET,all,2313,17.0,0.805029822202714,0.05108457509199354,"{'tau': 0.95, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,42,held out,Dynamic ET,deep OTM,501,17.0,0.8221463627536814,0.05357159155622352,
within,42,held out,Dynamic ET,OTM,351,17.0,0.72886849505687,0.05285682834664688,
within,42,held out,Dynamic ET,ATM,388,17.0,0.7716856550478369,0.035130760996445784,
within,42,held out,Dynamic ET,ITM,321,17.0,0.7658265890524454,0.044668814475049945,
within,42,held out,Dynamic ET,deep ITM,752,17.0,0.7576737079480731,0.05957058956825534,
within,42,held out,ET-aug,all,2313,,0.8065582798008708,0.05086659380588068,"{'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,42,held out,ET-aug,deep OTM,501,,0.8217735008639985,0.05374658508825744,
within,42,held out,ET-aug,OTM,351,,0.7318568061085844,0.05268293736358131,
within,42,held out,ET-aug,ATM,388,,0.7734451728010374,0.034815416742499924,
within,42,held out,ET-aug,ITM,321,,0.7694302371499465,0.04412296654723372,
within,42,held out,ET-aug,deep ITM,752,,0.7601599222671005,0.0592604087385851,
within,42,held out,ET,all,2313,,0.8114657377724356,0.049553012968181605,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,42,held out,ET,deep OTM,501,,0.8293988452418716,0.05254731057313373,
within,42,held out,ET,OTM,351,,0.74744057146978,0.049326567268450264,
within,42,held out,ET,ATM,388,,0.7828752570223086,0.03277512514136585,
within,42,held out,ET,ITM,321,,0.7856410032847229,0.042227280582713446,
within,42,held out,ET,deep ITM,752,,0.7571030297410279,0.059447587320660966,
within,42,held out,RF,all,2313,,0.7972424028195765,0.052618242972188076,"{'max_features': 0.5, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,42,held out,RF,deep OTM,501,,0.8104698655400316,0.056650788357888705,
within,42,held out,RF,OTM,351,,0.7278507862051877,0.05207513284438833,
within,42,held out,RF,ATM,388,,0.7640772178114859,0.03550223607632517,
within,42,held out,RF,ITM,321,,0.7661622618081954,0.044660172758411554,
within,42,held out,RF,deep ITM,752,,0.7451611853682973,0.062413293013197035,
within,7,held out,Dynamic ET,all,2313,17.0,0.7896124719854656,0.04982877428430276,"{'tau': 0.95, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,7,held out,Dynamic ET,deep OTM,523,17.0,0.8311469999937603,0.051179572117238996,
within,7,held out,Dynamic ET,OTM,357,17.0,0.6906643005779193,0.05177280032676493,
within,7,held out,Dynamic ET,ATM,380,17.0,0.7720672247778404,0.034475427370413356,
within,7,held out,Dynamic ET,ITM,311,17.0,0.717702626985462,0.04359053889965922,
within,7,held out,Dynamic ET,deep ITM,742,17.0,0.7225045670851158,0.05841890699066054,
within,7,held out,ET-aug,all,2313,,0.7899960049137502,0.04967946506315236,"{'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,7,held out,ET-aug,deep OTM,523,,0.8280751468811464,0.05148527700317437,
within,7,held out,ET-aug,OTM,357,,0.6986019566214758,0.051063593992556236,
within,7,held out,ET-aug,ATM,380,,0.7734000934679475,0.034418180532063226,
within,7,held out,ET-aug,ITM,311,,0.7190020214466564,0.043234105094192635,
within,7,held out,ET-aug,deep ITM,742,,0.7226054801107621,0.05825793056144298,
within,7,held out,ET,all,2313,,0.7967795498045334,0.04826577210771477,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,7,held out,ET,deep OTM,523,,0.8279911072418753,0.051101584297126114,
within,7,held out,ET,OTM,357,,0.718524407428528,0.04792221929543722,
within,7,held out,ET,ATM,380,,0.7730511119451163,0.03278284067508703,
within,7,held out,ET,ITM,311,,0.74048801171295,0.04096277286826697,
within,7,held out,ET,deep ITM,742,,0.7319350112372199,0.05742246386888427,
within,7,held out,RF,all,2313,,0.780507725655738,0.0517458607258664,"{'max_features': 0.5, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,7,held out,RF,deep OTM,523,,0.8070596308605803,0.05544180268580856,
within,7,held out,RF,OTM,357,,0.6971505317652215,0.051262098110722645,
within,7,held out,RF,ATM,380,,0.7650552536406021,0.03614171170999038,
within,7,held out,RF,ITM,311,,0.7111628868092327,0.043219504121202915,
within,7,held out,RF,deep ITM,742,,0.7145424731869895,0.06093858193697127,
within,101,held out,Dynamic ET,all,2313,14.0,0.7849625059926968,0.05327422467395383,"{'tau': 0.7, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,101,held out,Dynamic ET,deep OTM,490,14.0,0.7776716461107996,0.058235100746167334,
within,101,held out,Dynamic ET,OTM,348,14.0,0.7174523525190948,0.05870375418887368,
within,101,held out,Dynamic ET,ATM,389,14.0,0.7682738713816972,0.03702040921819805,
within,101,held out,Dynamic ET,ITM,333,14.0,0.7524684170583948,0.04656446979223738,
within,101,held out,Dynamic ET,deep ITM,753,14.0,0.747233514302019,0.058900754609310886,
within,101,held out,ET-aug,all,2313,,0.7890815505522096,0.05254434058397402,"{'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,101,held out,ET-aug,deep OTM,490,,0.7791572760227562,0.0574604053881978,
within,101,held out,ET-aug,OTM,348,,0.7275010783009528,0.057508377968520125,
within,101,held out,ET-aug,ATM,389,,0.7756089960953461,0.036223990267945524,
within,101,held out,ET-aug,ITM,333,,0.7578700836688013,0.04576190174229034,
within,101,held out,ET-aug,deep ITM,753,,0.7508548719443824,0.05848167344363411,
within,101,held out,ET,all,2313,,0.780777604061304,0.05342212923106935,"{'max_features': 0.85, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
within,101,held out,ET,deep OTM,490,,0.7637587544585595,0.05952114459532074,
within,101,held out,ET,OTM,348,,0.7164360910783043,0.05765787150203376,
within,101,held out,ET,ATM,389,,0.7781859480613436,0.03568331236406683,
within,101,held out,ET,ITM,333,,0.7532865625023526,0.04567099274565065,
within,101,held out,ET,deep ITM,753,,0.7406316753849308,0.06008743118608878,
within,101,held out,RF,all,2313,,0.762773001906665,0.0561245828873209,"{'max_features': 0.5, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,101,held out,RF,deep OTM,490,,0.7473634361627024,0.061733212481748304,
within,101,held out,RF,OTM,348,,0.7141244009585086,0.058226750548017174,
within,101,held out,RF,ATM,389,,0.7604546336669185,0.03797336880418163,
within,101,held out,RF,ITM,333,,0.7172259112637382,0.04795251558547543,
within,101,held out,RF,deep ITM,753,,0.7125117961971172,0.06449422145659575,
within,2024,held out,Dynamic ET,all,2313,15.0,0.7698585240410663,0.051696774882338085,"{'tau': 0.9, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,2024,held out,Dynamic ET,deep OTM,501,15.0,0.8195648665741344,0.05151844600857683,
within,2024,held out,Dynamic ET,OTM,346,15.0,0.6581460087027218,0.053253092260066394,
within,2024,held out,Dynamic ET,ATM,379,15.0,0.7215255040572222,0.0373883800940447,
within,2024,held out,Dynamic ET,ITM,329,15.0,0.6802512678548923,0.05022088737717028,
within,2024,held out,Dynamic ET,deep ITM,758,15.0,0.7251229789566747,0.05889902497075999,
within,2024,held out,ET-aug,all,2313,,0.7713626526570306,0.051320727288525325,"{'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,2024,held out,ET-aug,deep OTM,501,,0.8203282510639455,0.05133349328478449,
within,2024,held out,ET-aug,OTM,346,,0.6585140120513191,0.05325811988832655,
within,2024,held out,ET-aug,ATM,379,,0.7242456511429196,0.03689352923559884,
within,2024,held out,ET-aug,ITM,329,,0.6844950605071958,0.04978470910318852,
within,2024,held out,ET-aug,deep ITM,758,,0.7269373111623938,0.05830822655155683,
within,2024,held out,ET,all,2313,,0.7774143886693511,0.050448684997070475,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,2024,held out,ET,deep OTM,501,,0.8199461834473064,0.05116444550906285,
within,2024,held out,ET,OTM,346,,0.6757087663463404,0.05035363783672527,
within,2024,held out,ET,ATM,379,,0.7261010726433772,0.03614708720537133,
within,2024,held out,ET,ITM,329,,0.7171911999233254,0.04747673276113018,
within,2024,held out,ET,deep ITM,758,,0.7300502792534701,0.05845972477233378,
within,2024,held out,RF,all,2313,,0.7507623140033612,0.054160898117980916,"{'max_features': 0.7, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,2024,held out,RF,deep OTM,501,,0.7980047309247987,0.05524283488982028,
within,2024,held out,RF,OTM,346,,0.6149035636429783,0.055881597203718644,
within,2024,held out,RF,ATM,379,,0.7061827349714056,0.037627234147854016,
within,2024,held out,RF,ITM,329,,0.6582017861167171,0.05128053273697059,
within,2024,held out,RF,deep ITM,758,,0.7083487897989247,0.062177371269265515,
within,13,held out,Dynamic ET,all,2313,17.0,0.8104824040749765,0.050199893000826744,"{'tau': 0.95, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,13,held out,Dynamic ET,deep OTM,516,17.0,0.8162516747080697,0.05353144031667984,
within,13,held out,Dynamic ET,OTM,338,17.0,0.7465461280829231,0.05265344499210408,
within,13,held out,Dynamic ET,ATM,347,17.0,0.8639841384372955,0.0317445348530195,
within,13,held out,Dynamic ET,ITM,346,17.0,0.7353179722644406,0.04509858693117831,
within,13,held out,Dynamic ET,deep ITM,766,17.0,0.752940814467449,0.05753759820886268,
within,13,held out,ET-aug,all,2313,,0.8123378067390549,0.04985408806942658,"{'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,13,held out,ET-aug,deep OTM,516,,0.816518166146826,0.053332827547819046,
within,13,held out,ET-aug,OTM,338,,0.7474857552401156,0.052706194935852546,
within,13,held out,ET-aug,ATM,347,,0.8679087695730283,0.031399908661105196,
within,13,held out,ET-aug,ITM,346,,0.73447808197702,0.04500008310575318,
within,13,held out,ET-aug,deep ITM,766,,0.7572887882279941,0.056804537521666844,
within,13,held out,ET,all,2313,,0.8151657778700823,0.04869741530833145,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,13,held out,ET,deep OTM,516,,0.8133968489623495,0.053226611132858245,
within,13,held out,ET,OTM,338,,0.7575365507323437,0.04962414895501351,
within,13,held out,ET,ATM,347,,0.8750041144906366,0.03015497306217814,
within,13,held out,ET,ITM,346,,0.7393339946978532,0.04295838635124312,
within,13,held out,ET,deep ITM,766,,0.7613782642666007,0.05622956995654737,
within,13,held out,RF,all,2313,,0.7916210831902349,0.05279887880802351,"{'max_features': 0.7, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
within,13,held out,RF,deep OTM,516,,0.7932037427595149,0.05745672639319849,
within,13,held out,RF,OTM,338,,0.7345224147732217,0.052973991154093986,
within,13,held out,RF,ATM,347,,0.839795815857278,0.032057206875347084,
within,13,held out,RF,ITM,346,,0.7058291114792228,0.04612612056436307,
within,13,held out,RF,deep ITM,766,,0.7314680611816085,0.06199404484721819,
