fold,seed,model,d,r2,mae,secs
2017Q1,42,LightGBM,7,0.8359752239417393,0.055565210505836286,3.194667457981268
2017Q1,42,Rotation Forest,7,0.4627917317518695,0.10992467859409216,43.82974941699649
2017Q1,7,LightGBM,7,0.8358301052212866,0.056614915196964696,4.216748375009047
2017Q1,7,Rotation Forest,7,0.3896029587282539,0.11732787031491339,47.2107689169934
2017Q1,101,LightGBM,7,0.8330507309898494,0.05736985023684991,4.410828874999424
2017Q1,101,Rotation Forest,7,0.3975141920723606,0.11621951508992343,45.992587499989895
2017Q1,2024,LightGBM,7,0.8364344516447518,0.05630663420478141,4.277162167010829
2017Q1,2024,Rotation Forest,7,0.46293962119105947,0.11035221221157392,45.095914415986044
2017Q1,13,LightGBM,7,0.8324797636033386,0.05758890307491435,4.447868916991865
2017Q1,13,Rotation Forest,7,0.45500171362714137,0.11081475431915687,44.49735658301506
2017Q2,42,LightGBM,7,0.9147988085301073,0.02855702635025949,4.3689152500010096
2017Q2,42,Rotation Forest,7,0.9007072576640572,0.030478844711103823,47.153110542014474
2017Q2,7,LightGBM,7,0.9155482623613463,0.02878311459490387,4.569634167011827
2017Q2,7,Rotation Forest,7,0.9003532470824829,0.030555121943061064,49.07252325001173
2017Q2,101,LightGBM,7,0.9150724375337962,0.029058585094369413,4.825734582991572
2017Q2,101,Rotation Forest,7,0.9016579336409446,0.030620880211577682,45.660440209001536
2017Q2,2024,LightGBM,7,0.9162930730090695,0.0287600627465534,4.430136500013759
2017Q2,2024,Rotation Forest,7,0.898962740620916,0.030929515113205797,47.38357474998338
2017Q2,13,LightGBM,7,0.9154085163476465,0.029298253172627537,5.140317125013098
2017Q2,13,Rotation Forest,7,0.9004937708324234,0.03043292599306289,51.754459624993615
2017Q3,42,LightGBM,7,0.9052517184415052,0.03575328080227367,4.804713417019229
2017Q3,42,Rotation Forest,7,0.9106324643275674,0.0341603130783738,52.29280420800205
2017Q3,7,LightGBM,7,0.9037443701244664,0.036071326944944505,4.857538207987091
2017Q3,7,Rotation Forest,7,0.9110578877176482,0.03418161149263305,46.20098995801527
2017Q3,101,LightGBM,7,0.9057811299718888,0.03526949649281551,4.166073957982007
2017Q3,101,Rotation Forest,7,0.9112508952034412,0.034335135567168294,48.57078991600429
2017Q3,2024,LightGBM,7,0.9049618821242384,0.03540021693179692,5.024581292003859
2017Q3,2024,Rotation Forest,7,0.9103808651296066,0.03426426661059415,52.9146388330264
2017Q3,13,LightGBM,7,0.9044402929217155,0.035586699514334075,4.707546125020599
2017Q3,13,Rotation Forest,7,0.9108685633644823,0.03432394446854217,52.358305832982296
2017Q4,42,LightGBM,7,0.9126194316041646,0.034220862117253725,4.901316542003769
