fold,arm,d,max_features,M_blocks,n_train,n_test,r2,mae,rmse,secs
2020Q3,ET-20@0.50,20,0.5,9,30000,15000,0.8993430013422166,0.06929710846133327,0.13421652396558112,3.6783085410133936
2020Q3,ET-20@0.60,20,0.6,9,30000,15000,0.8999926828658598,0.07017872173399994,0.13378267855110135,4.697377333999611
2020Q3,ET-20@0.70,20,0.7,9,30000,15000,0.9000792897909721,0.07011252035466659,0.1337247377106851,4.880967542005237
2020Q3,ET-20@0.80,20,0.8,9,30000,15000,0.8981233709149985,0.07213442270466658,0.13502720618741043,5.71381341596134
2020Q3,ET-20@0.90,20,0.9,9,30000,15000,0.8987708324249352,0.07198199549799993,0.13459744979135377,6.166412541992031
2020Q3,ET-20@1.00,20,1.0,9,30000,15000,0.900933234755386,0.07208246938266656,0.13315209068229963,6.766793125018012
2020Q3,ET-12@0.30,12,0.3,9,30000,15000,0.8448478163950686,0.08342539699066662,0.16663374107659143,1.9882337499875575
2020Q3,ET-12@0.50,12,0.5,9,30000,15000,0.8927893415964631,0.07354631127133324,0.13851696911013003,2.9778335409937426
2020Q3,ET-12@0.70,12,0.7,9,30000,15000,0.9007088422008513,0.0731429115026666,0.13330280438403544,3.5375300000305288
2020Q4,ET-12,12,1.0,12,30000,15000,0.9345466583581381,0.07281565924066653,0.10909916773090016,4.503152124991175
2020Q4,DynET,20,0.6,12,30000,15000,0.9413248593596203,0.0672015100053332,0.10329578377187604,4.479912333015818
2020Q4,ET-20@0.10,20,0.1,12,30000,15000,0.892713220783073,0.08238188447933317,0.13967819993900077,1.6072056660195813
2020Q4,ET-20@0.20,20,0.2,12,30000,15000,0.9219102953187855,0.07450735488799985,0.11916601483425103,2.103383624984417
2020Q4,ET-20@0.30,20,0.3,12,30000,15000,0.9325331867469703,0.07083360014799986,0.11076450835739336,2.6890778340166435
2020Q4,ET-20@0.40,20,0.4,12,30000,15000,0.9375578776901742,0.06889555802999985,0.10656003475120167,3.389302083000075
2020Q4,ET-20@0.50,20,0.5,12,30000,15000,0.9394859044236638,0.06805480820599985,0.10490200743768517,3.592673042032402
2020Q4,ET-20@0.60,20,0.6,12,30000,15000,0.9413248593596203,0.0672015100053332,0.10329578377187604,4.323745957983192
2020Q4,ET-20@0.70,20,0.7,12,30000,15000,0.9415536469754505,0.06754755237533318,0.10309420028812556,4.682638500002213
2020Q4,ET-20@0.80,20,0.8,12,30000,15000,0.9419833036346157,0.06728530011399987,0.10271456311112606,5.28139508300228
2020Q4,ET-20@0.90,20,0.9,12,30000,15000,0.9418712929445934,0.06752084110933318,0.10281366890335643,5.730825833976269
2020Q4,ET-20@1.00,20,1.0,12,30000,15000,0.9406792860312847,0.06798773569066652,0.1038624852652823,6.457462417019997
2020Q4,ET-12@0.30,12,0.3,12,30000,15000,0.8822008984846911,0.09207056565199988,0.14636138639042456,1.8585809160140343
2020Q4,ET-12@0.50,12,0.5,12,30000,15000,0.9181595968060512,0.07979329132866654,0.1219942624713509,2.686984665982891
2020Q4,ET-12@0.70,12,0.7,12,30000,15000,0.9271512650310605,0.07604849323666649,0.11509767024565644,3.497593041975051
