fold,model,d,M_blocks,r2,mae,rmse,fit_s,pred_s
2017Q1,Dynamic ET,15,9,0.8523126924932837,0.04816738674566665,0.08499708027911378,3.1414453340003092,0.18477004200030933
2017Q1,ET-aug,15,9,0.850880548981642,0.048045832919666645,0.08540820002288782,4.4086851669999305,0.17461249999996653
2017Q1,ET,7,9,0.8125391082218331,0.05784314648466663,0.09576079887608115,2.5101266660003603,0.13898129199969844
2017Q1,RF,7,9,0.8510724532055512,0.05045984982767249,0.08535322573607945,1.3850796659999105,0.03955062500017448
2017Q1,GBR,7,9,0.8212745053269812,0.05424190043014459,0.09350302794228668,6.65907129199968,0.02364729200007787
2017Q1,XGBoost,7,9,0.8249541415599975,0.059139547994286855,0.09253549256908879,1.3581398329997683,0.007010625000020809
2017Q1,LightGBM,7,9,0.8389817280250912,0.053041105558572575,0.08875033517756886,6.581903874999625,0.03812654200010002
2017Q1,CatBoost,7,9,0.8494792444839578,0.05228224394849712,0.08580856039356075,0.6952204170002005,0.0016086669998003345
2017Q1,MLP,7,9,0.5345891577799555,0.11258559216700972,0.1508865989045295,1.7832128750001175,0.007350333999966097
