fold,seed,model,r2,mae,secs
2017Q3,42,Dynamic ET,0.908931146941938,0.0344636578259999,3.643600541996421
2017Q3,42,ET-aug,0.9088945433917685,0.0346312805893333,4.961567541002296
2017Q3,42,BF-default,0.910238418953478,0.0330935450818578,21.93193591700401
2017Q3,7,Dynamic ET,0.908709563394554,0.0344312602699999,3.596237709003617
2017Q3,7,ET-aug,0.9087148408359276,0.0346249316446666,5.266980000000331
2017Q3,7,BF-default,0.9110262295443208,0.0330978725738032,22.444723291991977
2017Q3,101,Dynamic ET,0.9087111692738888,0.0344756288906666,3.8565008339937776
2017Q3,101,ET-aug,0.9086737549508374,0.0346539375179999,5.134687208003015
2017Q3,101,BF-default,0.9101325762501578,0.0330618827993112,22.102620499994373
2017Q3,2024,Dynamic ET,0.9087916915713148,0.0344775151386666,3.7553749159997096
2017Q3,2024,ET-aug,0.9087992782454984,0.0346184997946666,5.387119208011427
2017Q3,2024,BF-default,0.910387391174434,0.0331035813420915,21.89116670799558
2017Q3,13,Dynamic ET,0.9085039273979753,0.0344557694079999,3.635234333007247
2017Q3,13,ET-aug,0.908654028950602,0.0346784961459999,4.9208504159905715
2017Q3,13,BF-default,0.9106039039707514,0.0331122191882637,21.6290006670024
2017Q4,42,Dynamic ET,0.9190289027654728,0.0304128542093333,3.5837244580034167
