setting,seed,dataset,model,region,n,M,r2,mae,cfg
transfer,13,2017 European,ET,OTM,412,,0.05097568827447252,0.103627493776959,
transfer,13,2017 European,ET,ATM,772,,-0.9979251579145518,0.13793105625952962,
transfer,13,2017 European,ET,ITM,494,,-0.5768012231372426,0.14692618383210007,
transfer,13,"12,110 American",ET,all,11563,,-0.15746153470540158,0.14510650787954968,"{'max_features': 0.85, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 5}"
transfer,13,"12,110 American",ET,deep OTM,2524,,0.057822700515530734,0.13714279175616037,
transfer,13,"12,110 American",ET,OTM,1812,,-0.29410463159862155,0.1307012692083256,
transfer,13,"12,110 American",ET,ATM,1934,,-0.7416640599491089,0.13014486952414228,
transfer,13,"12,110 American",ET,ITM,1586,,-0.42489994994470304,0.1341159492903717,
transfer,13,"12,110 American",ET,deep ITM,3707,,-0.5288570148553391,0.1700780607442616,
transfer,13,held out,RF,all,893,,0.6848775836555204,0.06875708715434023,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 12, 'min_samples_split': 2}"
transfer,13,held out,RF,OTM,274,,0.8141548779807435,0.05662469192747244,
transfer,13,held out,RF,ATM,300,,0.6367257496349759,0.05511156700942582,
transfer,13,held out,RF,ITM,305,,0.6422023157342631,0.09173010257641624,
transfer,13,2017 European,RF,all,1700,,-0.7994660175083852,0.1399718857830731,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 12, 'min_samples_split': 2}"
transfer,13,2017 European,RF,OTM,412,,-0.13527045386647263,0.10750244494966793,
transfer,13,2017 European,RF,ATM,772,,-1.403621735596376,0.1461453341011498,
transfer,13,2017 European,RF,ITM,494,,-0.8563558508183506,0.15762083053843992,
transfer,13,"12,110 American",RF,all,11563,,-0.7464682205365636,0.1601354035651612,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 12, 'min_samples_split': 2}"
transfer,13,"12,110 American",RF,deep OTM,2524,,-0.3076608058916277,0.14959675428521618,
transfer,13,"12,110 American",RF,OTM,1812,,-1.7986793627891586,0.15664567277350785,
transfer,13,"12,110 American",RF,ATM,1934,,-2.7449535209787412,0.1552150365439411,
transfer,13,"12,110 American",RF,ITM,1586,,-1.4322221927254297,0.15333790788530088,
transfer,13,"12,110 American",RF,deep ITM,3707,,-0.6629208031408733,0.17449196168341188,
within,42,held out,Dynamic ET,all,2313,11.0,0.7767415703099565,0.057760793592361775,"{'tau': 0.95, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,42,held out,Dynamic ET,deep OTM,501,11.0,0.8140740250431884,0.0576318252720517,
within,42,held out,Dynamic ET,OTM,351,11.0,0.68850888516814,0.06008293377066665,
within,42,held out,Dynamic ET,ATM,388,11.0,0.6895812067865186,0.04349750898299731,
within,42,held out,Dynamic ET,ITM,321,11.0,0.696177203579987,0.051656798426457734,
within,42,held out,Dynamic ET,deep ITM,752,11.0,0.734198040541509,0.06672765370217418,
within,42,held out,ET-aug,all,2313,,0.7825164208594899,0.05664331934071242,"{'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,42,held out,ET-aug,deep OTM,501,,0.8191024924117156,0.0563195741343112,
within,42,held out,ET-aug,OTM,351,,0.7041680713467677,0.05822111316384046,
within,42,held out,ET-aug,ATM,388,,0.6986494570730669,0.042611000163919964,
within,42,held out,ET-aug,ITM,321,,0.7056310712261946,0.05036105227293441,
within,42,held out,ET-aug,deep ITM,752,,0.7376611792189254,0.06604430110379923,
within,42,held out,ET,all,2313,,0.7944710675126012,0.05379616752608422,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,42,held out,ET,deep OTM,501,,0.8249154016707622,0.05458034463906736,
within,42,held out,ET,OTM,351,,0.736332789195199,0.052467095872995896,
within,42,held out,ET,ATM,388,,0.7287174469670699,0.038460510788006184,
within,42,held out,ET,ITM,321,,0.7265713147236669,0.04803790109665426,
within,42,held out,ET,deep ITM,752,,0.7445132071290594,0.06426461134902403,
within,42,held out,RF,all,2313,,0.8012854846965741,0.0515070951729805,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,42,held out,RF,deep OTM,501,,0.8349154858590545,0.05175770720390019,
within,42,held out,RF,OTM,351,,0.7507815877926093,0.048009612660645705,
within,42,held out,RF,ATM,388,,0.7559949903150904,0.03614836498972515,
within,42,held out,RF,ITM,321,,0.7606790552817247,0.04164046954849426,
within,42,held out,RF,deep ITM,752,,0.7355747205429559,0.06510873595875431,
within,7,held out,Dynamic ET,all,2313,11.0,0.7597034256036796,0.05562456175395623,"{'tau': 0.95, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
within,7,held out,Dynamic ET,deep OTM,523,11.0,0.8016921720393155,0.05671923599063027,
within,7,held out,Dynamic ET,OTM,357,11.0,0.6260652232763221,0.057821605426335895,
within,7,held out,Dynamic ET,ATM,380,11.0,0.7092014501879507,0.040807055263564034,
within,7,held out,Dynamic ET,ITM,311,11.0,0.6363233361667759,0.05194448061639005,
within,7,held out,Dynamic ET,deep ITM,742,11.0,0.7157565934579165,0.06292685081502365,
within,7,held out,ET-aug,all,2313,,0.76445754490469,0.05418102313125763,"{'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,7,held out,ET-aug,deep OTM,523,,0.8082632883507956,0.054855920163722836,
within,7,held out,ET-aug,OTM,357,,0.6451752175781469,0.05522915662852258,
within,7,held out,ET-aug,ATM,380,,0.7128802242246466,0.03936778858451215,
within,7,held out,ET-aug,ITM,311,,0.6361863353688595,0.05092824716208481,
within,7,held out,ET-aug,deep ITM,742,,0.7176862570546019,0.062150683033782086,
within,7,held out,ET,all,2313,,0.7773142821912571,0.051413167948067454,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,7,held out,ET,deep OTM,523,,0.817665588310597,0.05280646876529253,
within,7,held out,ET,OTM,357,,0.6819976578987352,0.0516870801577283,
within,7,held out,ET,ATM,380,,0.7091581311615249,0.03715958413785253,
within,7,held out,ET,ITM,311,,0.7023744764411444,0.044109718459742805,
within,7,held out,ET,deep ITM,742,,0.7225052009466664,0.060660137830133486,
within,7,held out,RF,all,2313,,0.7865228267515264,0.05088705848169183,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,7,held out,RF,deep OTM,523,,0.819687102949746,0.05267422334384952,
within,7,held out,RF,OTM,357,,0.7021941781309834,0.04932047344048545,
within,7,held out,RF,ATM,380,,0.7730002619432014,0.03677127153154389,
within,7,held out,RF,ITM,311,,0.7350918623524139,0.040745713659667684,
within,7,held out,RF,deep ITM,742,,0.7129794169408289,0.06186083330313111,
within,101,held out,Dynamic ET,all,2313,12.0,0.7552297649644388,0.05929088697109256,"{'tau': 0.95, 'min_samples_leaf': 2, 'max_depth': None, 'min_samples_split': 5}"
within,101,held out,Dynamic ET,deep OTM,490,12.0,0.7473782723000026,0.0633323767491311,
within,101,held out,Dynamic ET,OTM,348,12.0,0.690917328280523,0.06384242128955595,
within,101,held out,Dynamic ET,ATM,389,12.0,0.6678435953450252,0.0465451371981178,
within,101,held out,Dynamic ET,ITM,333,12.0,0.7050806367016164,0.05238284490976971,
within,101,held out,Dynamic ET,deep ITM,753,12.0,0.7337105020362354,0.06419687732174802,
within,101,held out,ET-aug,all,2313,,0.7647504422554668,0.05765662670346887,"{'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
within,101,held out,ET-aug,deep OTM,490,,0.7565799564621958,0.06125945380212655,
within,101,held out,ET-aug,OTM,348,,0.7129776036981381,0.061258500880069476,
within,101,held out,ET-aug,ATM,389,,0.6872062962064636,0.044258111564996774,
within,101,held out,ET-aug,ITM,333,,0.7109234549153254,0.05141141949064409,
within,101,held out,ET-aug,deep ITM,753,,0.7395925626579305,0.0633310475519908,
within,101,held out,ET,all,2313,,0.757188324472063,0.057801091659889704,"{'max_features': 1.0, 'min_samples_leaf': 2, 'max_depth': None, 'min_samples_split': 2}"
within,101,held out,ET,deep OTM,490,,0.7418156022060647,0.06261295864031775,
within,101,held out,ET,OTM,348,,0.6933540656003796,0.06046260941202604,
within,101,held out,ET,ATM,389,,0.7240661415240088,0.04160526141203366,
within,101,held out,ET,ITM,333,,0.7180076470020464,0.04990808423632112,
within,101,held out,ET,deep ITM,753,,0.7198904448711126,0.06529714270943972,
within,101,held out,RF,all,2313,,0.778006087930924,0.05378577578245256,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
within,101,held out,RF,deep OTM,490,,0.744175231791683,0.05985162094853829,
within,101,held out,RF,OTM,348,,0.7429126550226242,0.054267367873427785,
within,101,held out,RF,ATM,389,,0.7573978288689964,0.03815971677102508,
within,101,held out,RF,ITM,333,,0.7561055300387026,0.04327856792483157,
within,101,held out,RF,deep ITM,753,,0.7405214731944787,0.06233501747301259,
within,2024,held out,Dynamic ET,all,2313,11.0,0.7419305473454776,0.05783842819110452,"{'tau': 0.95, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 5}"
within,2024,held out,Dynamic ET,deep OTM,501,11.0,0.7855617645410915,0.0574287753261512,
within,2024,held out,Dynamic ET,OTM,346,11.0,0.6338990924662854,0.058770381327372306,
within,2024,held out,Dynamic ET,ATM,379,11.0,0.6371005042587641,0.04456867110529484,
within,2024,held out,Dynamic ET,ITM,329,11.0,0.6612026466149511,0.055638040148775825,
within,2024,held out,Dynamic ET,deep ITM,758,11.0,0.7053763491973861,0.06527371302176539,
within,2024,held out,ET-aug,all,2313,,0.7470548056328913,0.05669360305749957,"{'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,2024,held out,ET-aug,deep OTM,501,,0.7898496148018048,0.05651500800798005,
within,2024,held out,ET-aug,OTM,346,,0.6493802907756683,0.05690545927643308,
within,2024,held out,ET-aug,ATM,379,,0.6450924500611201,0.04326439815269568,
within,2024,held out,ET-aug,ITM,329,,0.6763073169611257,0.05450570510765537,
within,2024,held out,ET-aug,deep ITM,758,,0.7058741727997395,0.06437917159638834,
within,2024,held out,ET,all,2313,,0.7602957391744745,0.053769448982252936,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,2024,held out,ET,deep OTM,501,,0.8041171167508614,0.05410149475214263,
within,2024,held out,ET,OTM,346,,0.6997102567143927,0.05029921674650492,
within,2024,held out,ET,ATM,379,,0.6526297726813548,0.041467017753579645,
within,2024,held out,ET,ITM,329,,0.7083213489587137,0.049074051344787546,
within,2024,held out,ET,deep ITM,758,,0.7075479592818302,0.0633232124139777,
within,2024,held out,RF,all,2313,,0.7659635938747978,0.05220865423258246,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': None, 'min_samples_split': 2}"
within,2024,held out,RF,deep OTM,501,,0.8069288268752128,0.05364599159112439,
within,2024,held out,RF,OTM,346,,0.6936081698801498,0.04832867533594411,
within,2024,held out,RF,ATM,379,,0.7009517728128742,0.037183820735883895,
within,2024,held out,RF,ITM,329,,0.7045009037734755,0.04638034455616008,
within,2024,held out,RF,deep ITM,758,,0.7106108866932968,0.06307183689801661,
within,13,held out,Dynamic ET,all,2313,11.0,0.7794583349196027,0.056634943438867234,"{'tau': 0.95, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,13,held out,Dynamic ET,deep OTM,516,11.0,0.7923068920105425,0.058560399548361404,
within,13,held out,Dynamic ET,OTM,338,11.0,0.7079129391122967,0.05915306108020526,
within,13,held out,Dynamic ET,ATM,347,11.0,0.7649053033004762,0.04157584217491858,
within,13,held out,Dynamic ET,ITM,346,11.0,0.7101154594004071,0.04938977482914939,
within,13,held out,Dynamic ET,deep ITM,766,11.0,0.7264406404186405,0.06432120631390813,
within,13,held out,ET-aug,all,2313,,0.7833533430291064,0.05565371770257805,"{'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,13,held out,ET-aug,deep OTM,516,,0.7970424585767792,0.05752627609769231,
within,13,held out,ET-aug,OTM,338,,0.7159840156496993,0.05836966797710759,
within,13,held out,ET-aug,ATM,347,,0.7627509699732266,0.04034277763667776,
within,13,held out,ET-aug,ITM,346,,0.7163274162195382,0.04899468887571674,
within,13,held out,ET-aug,deep ITM,766,,0.7310518104598461,0.06313764570818053,
within,13,held out,ET,all,2313,,0.7896224408052089,0.05285508450952766,"{'max_features': 1.0, 'min_samples_leaf': 1, 'max_depth': 24, 'min_samples_split': 2}"
within,13,held out,ET,deep OTM,516,,0.8038905669282966,0.05471478123875606,
within,13,held out,ET,OTM,338,,0.73830777400636,0.05218637962009916,
within,13,held out,ET,ATM,347,,0.8022436221891165,0.03539299090966896,
within,13,held out,ET,ITM,346,,0.6943921498806306,0.04688900690416896,
within,13,held out,ET,deep ITM,766,,0.7304397137111864,0.06250264073792197,
within,13,held out,RF,all,2313,,0.7939145272430623,0.05221396250070473,"{'max_features': 1.0, 'min_samples_leaf': 2, 'max_depth': 24, 'min_samples_split': 2}"
within,13,held out,RF,deep OTM,516,,0.7923229208778597,0.05730745444875034,
within,13,held out,RF,OTM,338,,0.7718385226646691,0.04736424772595831,
within,13,held out,RF,ATM,347,,0.7658642570055039,0.034690335517065025,
within,13,held out,RF,ITM,346,,0.7444909354131817,0.04348214274508075,
within,13,held out,RF,deep ITM,766,,0.7385811412178598,0.06280517653130738,
